Genes,rho_SkM,rho_AT
DOCK5,-0.162337662337662,-0.112781954887218
PPP1R3E,-0.0591304347826087,0.278373800112931
MANSC1,0.117692307692308,-0.231225296442688
PLEKHF2,-0.280701754385965,0.0416666666666667
PSTPIP2,0.0782608695652174,-0.0536420101637493
SFXN1,-0.0154798761609907,-0.0343137254901961
VPS37B,-0.248051948051948,0.263157894736842
COPS7B,0.161538461538462,0.024703557312253
CDHR5,0.0629514963880289,0.455882352941176
RDH14,-0.18017094017094,-0.211304347826087
PARVB,0.204786324786325,0.0173913043478261
TNS1,0.250769230769231,-0.207509881422925
EML4,-0.132411067193676,0.0220779220779221
PCDH18,0.391452991452991,-0.0617391304347826
PLXNA4,-0.27,0.0426086956521739
GP6,0.333333333333333,-0.195652173913043
CD248,-0.16,-0.537549407114625
APMAP,0.132307692307692,0.0504347826086957
ABCB6,-0.241176470588235,-0.0892857142857143
PCDH12,-0.0502564102564103,0.165217391304348
CASS4,0.216410256410256,0.156521739130435
CRTAC1,-0.136410256410256,0.149565217391304
RTN4,-0.0981196581196581,0.0669565217391304
KIF13B,0.27304347826087,0.356719367588933
XPNPEP1,-0.0683229813664597,-0.338345864661654
PDLIM7,-0.0454700854700855,0.12
DIABLO,0.232072275550537,0.165413533834586
SAR1A,0.0915384615384615,-0.110671936758893
MXRA5,-0.235384615384615,0.0573122529644269
STRN4,0.0739695087521175,0.195488721804511
CDC42SE2,-0.156862745098039,-0.0382352941176471
RAB6B,-0.130769230769231,-0.0108695652173913
VPS45,-0.102608695652174,-0.166572557876906
FAM114A2,-0.0946153846153846,-0.101778656126482
RGS18,0.0889328063241107,-0.205194805194805
THSD1,-0.12987012987013,-0.00526315789473684
FARSB,-0.176470588235294,0.169117647058824
IARS2,0.297744360902256,-0.407017543859649
ATG3,-0.433333333333333,0.0773993808049536
SACM1L,-0.223247863247863,0.402608695652174
EXOC1,-0.00515995872033024,0.325980392156863
TMEM30A,-0.168831168831169,0.0824561403508772
FGFR1OP2,0.217647058823529,0.464705882352941
OCIAD1,-0.302373581011352,-0.416666666666667
CMTM6,-0.162055335968379,-0.103331451157538
TOR4A,-0.223846153846154,0.234189723320158
NDE1,0.340686274509804,-0.135714285714286
TUBA8,0.216410256410256,0.12695652173913
B3GNT2,-0.00444444444444444,-0.168695652173913
TAB2,0.274985883681536,0.147368421052632
TMOD3,-0.0153846153846154,0.028695652173913
CELSR1,-0.335087719298246,0.0563725490196079
UGGT1,0.154871794871795,0.0939130434782609
FAM120A,0.270676691729323,0.0571428571428571
EHD3,0.42017094017094,-0.107826086956522
ARHGEF12,-0.0513833992094862,0.153246753246753
C1RL,-0.241709401709402,0.189565217391304
NCKIPSD,0.00376068376068376,-0.171304347826087
NDUFA13,-0.273684210526316,-0.124871001031992
VAPA,-0.0823931623931624,-0.0817391304347826
GMIP,-0.213235294117647,-0.0794117647058824
CALCOCO1,-0.576153846153846,-0.272727272727273
SLAIN2,0.141196581196581,-0.051304347826087
RRBP1,0.131578947368421,0.426470588235294
EPS15L1,0.0426086956521739,-0.0344438170525127
COPG2,-0.179220779220779,-0.583458646616541
DKK3,-0.166086956521739,-0.186900056465274
VPS29,-0.169117647058824,0.260714285714286
BIN2,0.386666666666667,0.3
FBLN5,-0.096068376068376,-0.419130434782609
CLIP2,0.127272727272727,0.326315789473684
TJP2,-0.00307692307692308,-0.00521739130434783
VTI1B,0.199174406604747,-0.186274509803922
ADD3,0.237154150197628,0.0701298701298701
NIPSNAP3A,0.0491228070175439,0.0381836945304438
LIMD1,-0.0357142857142857,-0.437362637362637
ARMCX3,-0.292982456140351,0.18266253869969
LIMA1,0.0823076923076923,-0.0444664031620553
PCYOX1,-0.0632411067193676,0.217391304347826
CYB5R1,0.144615384615385,-0.0286561264822134
NRBP1,0.304615384615385,0.196640316205534
NDUFA12,0.323529411764706,-0.120588235294118
EIF2B4,0.190909090909091,0.138345864661654
ATP6V1H,0.331578947368421,0.0918472652218782
CD84,0.177443609022556,0.22280701754386
AK3,0.256140350877193,0.32843137254902
DBNL,-0.200769230769231,-0.267786561264822
DCTN4,-0.403508771929825,0.0637254901960784
STOML2,0.0721739130434783,-0.0536420101637493
SERPINA10,-0.0071917913653427,-0.12979051279425
TNIK,-0.133675213675214,-0.132173913043478
APPL1,0.521174477696217,0.369924812030075
PSME2,0.238848108413326,0.0165413533834586
ACSL5,-0.183458646616541,0.0567595459236326
ASAP1,-0.148461538461538,0.0375494071146245
HEG1,0.262222222222222,0.106086956521739
STRIP2,-0.379220779220779,0.280701754385965
CORO1C,0.127521367521368,0.393913043478261
VPS4A,-0.491228070175439,-0.0897832817337461
PACSIN2,0.0817094017094017,0.0652173913043478
MAGED2,0.134387351778656,-0.0337662337662338
SNX6,0.386086956521739,-0.168831168831169
PSMD13,-0.124505928853755,-0.242857142857143
FAF1,-0.0939130434782609,0.25395256916996
COPS3,0.0661538461538462,0.0820158102766798
MINPP1,-0.136363636363636,0.224675324675325
NSFL1C,-0.267786561264822,-0.160926030491248
ADAMTS8,0.00451127819548872,-0.0588235294117647
MACF1,-0.232307692307692,0.529644268774704
PPP6R1,0.202597402597403,-0.0661654135338346
EXOC7,0.360165118679051,-0.0323529411764706
USP24,0.377922077922078,-0.0807017543859649
TRPC6,0.275324675324675,0.103508771929825
RUVBL2,0.240350877192982,-0.00980392156862745
CLEC11A,-0.0692307692307692,-0.339920948616601
HPSE,0.595897435897436,0.0704347826086957
EIF3L,-0.0546153846153846,0.230237154150198
RUVBL1,0.273913043478261,-0.195934500282326
NUDC,-0.458441558441558,0.196491228070175
ST3GAL6,0.0339130434782609,0.134952004517222
VDAC3,-0.187008547008547,0.0304347826086957
VSIG4,-0.0361197110423117,-0.193627450980392
ITM2B,0.102941176470588,-0.00882352941176471
NCKAP1,0.0561538461538462,-0.0780632411067194
CNPY2,-0.137692307692308,-0.271739130434783
EXOC6B,-0.371929824561404,0.3890608875129
ATP11B,0.379411764705882,0.6
FRMD4B,0.464426877470356,0.0168831168831169
ATP8A1,0.210434782608696,-0.113495200451722
GSTK1,0.333846153846154,-0.220355731225296
GIT1,-0.182307692307692,0.102766798418972
DERA,-0.248695652173913,0.195652173913043
LSM2,-0.0134158926728586,-0.308823529411765
SH3GLB1,0.340769230769231,0
UBE2J1,0.320869565217391,0.1699604743083
DHRS7,-0.146245059288538,0.0255639097744361
TMED7,0.031055900621118,0.1
RNF11,-0.165413533834586,-0.335087719298246
UFC1,0.151702786377709,0.115196078431373
PTRH2,0.25,-0.00588235294117647
STRAP,0.130940170940171,0.373913043478261
RABGAP1,0.205263157894737,-0.131062951496388
HBS1L,-0.473684210526316,-0.149509803921569
PRKAB1,-0.10446075663467,0.0526315789473684
TLN1,0.391452991452991,0.246086956521739
DAAM1,-0.395652173913043,0.149632975719932
USP15,0.181538461538462,0.00197628458498024
TLN2,-0.201581027667984,-0.125974025974026
MYO5A,0.135384615384615,0.139328063241107
HYOU1,0.132307692307692,-0.125217391304348
CD2AP,-0.0515384615384615,0.223320158102767
SRPRB,-0.0591304347826087,0.313382269904009
CDC42BPB,-0.100769230769231,0.107707509881423
SNX9,-0.0909090909090909,0.308771929824562
LRRFIP2,-0.18017094017094,-0.0721739130434783
FHOD1,-0.0981196581196581,0.0547826086956522
F11R,-0.256153846153846,0.0128458498023715
COPG1,0.115213675213675,0.145217391304348
EMILIN1,0.446153846153846,0.446086956521739
MTCH2,0.0923076923076923,0.0316205533596838
ARFGEF1,0.114782608695652,0.0909090909090909
STK24,-0.117948717948718,-0.103478260869565
DYNC1LI1,-0.128176171654433,0.0526315789473684
TEX264,0.0493506493506493,-0.341353383458647
CEPT1,-0.270175438596491,-0.180598555211558
IKBKG,0.285714285714286,-0.0403508771929825
FCGBP,-0.366837606837607,-0.0408695652173913
WASF2,-0.3,0.252747252747253
SEC23IP,-0.237718802936194,-0.180519480519481
COLEC10,-0.0666666666666667,0.252234825361762
