phenotype,Genes,n,rho,p,q_global,q_within
mri_IP,TAB2,22,0.139508618949179,0.535786265460133,1,0.999906809281029
BMI,KIF5B,25,0.129965764745756,0.535787768899365,1,1
BMI,NUDC,21,-0.143182929238864,0.535802835651871,1,1
BMI,IGHG2,26,-0.127142243834264,0.535958081635578,1,1
BMI,AKAP12,26,-0.127142243834264,0.535958081635578,1,1
M_mg.kg.min,RP2,19,0.150877192982456,0.536138136598631,1,0.988378186379285
mri_SAT,TXNRD1,19,0.150877192982456,0.536138136598631,1,0.901529770174645
mri_SAT,USP9X,19,0.150877192982456,0.536138136598631,1,0.901529770174645
mri_SAT,IGLV3-19,19,-0.150877192982456,0.536138136598632,1,0.901529770174645
mrs_Hep,CFI,19,-0.150877192982456,0.536138136598632,1,1
mrs_Hep,NME1,19,-0.150877192982456,0.536138136598632,1,1
PullDown,PTRH2,15,-0.173561222619944,0.536174921997793,1,0.998157011554019
Weight,RAB11FIP3,18,-0.156072538997215,0.536291185647674,1,0.999276979001456
LegPress,LPL,24,-0.132752357439697,0.536325098717485,1,0.996392398835066
LegPress,ANTXR1,24,0.132752357439697,0.536325098717485,1,0.996392398835066
mri_SAT,NEK9,23,-0.135375494071146,0.536414477685542,1,0.901529770174645
mri_VL,FGA,25,0.129230769230769,0.536545584627104,1,0.982068840155072
mri_VL,VDAC3,25,-0.129230769230769,0.536545584627104,1,0.982068840155072
mri_IP,INHBC,21,0.142903547647341,0.536607261829836,1,0.999906809281029
mri_TAT,CTSC,21,0.142903547647341,0.536607261829836,1,0.964704787696381
PullDown,ACAN,24,-0.132658179919133,0.536616842406442,1,0.998157011554019
LegPress,DNAJA1,16,0.166914489632754,0.536668779906398,1,0.996392398835066
mri_IP,GLUD1,24,-0.132637533033324,0.536680812373007,1,0.999906809281029
Weight,C4A,26,0.126902701841552,0.536732894403945,1,0.999276979001456
ChestPress,CNST,24,0.132576075268019,0.536871247241411,1,0.98173558611851
mri_TAT,C6,26,-0.126859294040781,0.536873355910806,1,0.964704787696381
BMI,AFM,26,-0.126799542368403,0.537066732165116,1,1
PullDown,DARS1,17,0.160958545544914,0.537139452687637,1,0.998157011554019
ChestPress,TAP1,19,0.151008964573835,0.53716784724031,1,0.98173558611851
PullDown,SUMO2;SUMO3;SUMO4,15,-0.173076639386816,0.537331257433452,1,0.998157011554019
Weight,PSMA3,22,-0.138983073028677,0.537339040241195,1,0.999276979001456
PullDown,PSMD6,16,-0.166575809243734,0.537507406314895,1,0.998157011554019
mri_SAT,ECM2,26,-0.126153846153846,0.537594924073516,1,0.901529770174645
M_mg.kg.min,ATP2A3,26,0.126153846153846,0.537594924073516,1,0.988378186379285
mri_SAT,DPP4,26,0.126153846153846,0.537594924073516,1,0.901529770174645
VO2max.kg,ANTXR2,24,0.132317815005579,0.537671845393683,1,0.960461058763366
mrs_Musc,CRP,18,0.155542612957442,0.537693103992454,1,0.995917543552641
mrs_Musc,SFXN3,18,0.155542612957442,0.537693103992454,1,0.995917543552641
mri_VL,UACA,22,-0.138339920948617,0.537705703307472,1,0.982068840155072
PullDown,WDR1,25,0.129355242943885,0.53772183201044,1,0.998157011554019
PullDown,DPEP2,25,0.129355242943885,0.53772183201044,1,0.998157011554019
Weight,GPD2,26,-0.12656064604144,0.537840207255906,1,0.999276979001456
FFM,ICAM2,24,-0.132231417467797,0.537939799261611,1,0.998761796865375
mri_VL,MPC2,20,-0.145864661654135,0.538013822404701,1,0.982068840155072
FFM,PSMC4,25,-0.12925562847294,0.538037709330343,1,0.998761796865375
mrs_Musc,APOA1,19,0.150650268191469,0.538146328459465,1,0.995917543552641
mrs_Musc,F7,19,0.150650268191469,0.538146328459465,1,0.995917543552641
mrs_Musc,LTBP1,19,0.150650268191469,0.538146328459465,1,0.995917543552641
BMI,SERPINA5,26,0.126456840902542,0.538176460403161,1,1
BMI,COMP,26,0.126456840902542,0.538176460403161,1,1
BMI,DENND2C,20,0.146250037917968,0.53838378251942,1,1
BMI,NBAS,24,0.13196884138593,0.538754536778945,1,1
LegPress,VDAC3,26,-0.126266045019761,0.538794757672838,1,0.996392398835066
LegPress,HEG1,26,0.126266045019761,0.538794757672839,1,0.996392398835066
Weight,C8G,26,0.126218590241328,0.538948592395887,1,0.999276979001456
Weight,NID1,26,0.126218590241328,0.538948592395887,1,0.999276979001456
mri_VL,EIF2S1,21,0.141558441558442,0.538989404505782,1,0.982068840155072
mri_VL,CAVIN2,25,-0.128461538461538,0.538995404487272,1,0.982068840155072
mri_VL,ANGPTL6,25,0.128461538461538,0.538995404487272,1,0.982068840155072
mri_TAT,RPN1,25,-0.128461538461538,0.538995404487272,1,0.964704787696381
FFM,SLC4A1,26,-0.126196997804212,0.539018595677292,1,0.998761796865375
mri_IP,C1QA,26,0.126175416444874,0.539088567305536,1,0.999906809281029
Weight,TNS1,25,-0.128920552555373,0.539100871819421,1,0.999276979001456
mrs_Musc,MOGS,17,-0.160162583876946,0.539180798014508,1,0.995917543552641
Weight,SRPRB,24,-0.131825131399508,0.539200692586842,1,0.999276979001456
BMI,NID1,26,-0.126114139436682,0.539287264385436,1,1
mri_IP,RGS19,23,-0.13491475578663,0.53937225163165,1,0.999906809281029
PullDown,MPP1,24,-0.131767856563971,0.539378553524764,1,0.998157011554019
mri_IP,IGF1,24,0.131767778718352,0.539378795284687,1,0.999906809281029
LegPress,PCCA,18,0.154889755457101,0.539422517581077,1,0.996392398835066
mri_TAT,TAOK3,23,0.134387351778656,0.539423703311446,1,0.964704787696381
BMI,SNX6,24,0.131705803418794,0.539571283834146,1,1
ChestPress,MAN2A2,24,-0.131683307084396,0.539641162917388,1,0.98173558611851
PullDown,SLMAP,23,-0.134795020373616,0.539735649489028,1,0.998157011554019
FFM,ATG3,19,-0.150065832787896,0.539742337431964,1,0.998761796865375
PullDown,IGHV4-28,23,0.134742667961617,0.539894575115523,1,0.998157011554019
LegPress,ARF1;ARF3,26,-0.12592293076699,0.539907499052677,1,0.996392398835066
VO2max.kg,CP,26,0.125919635464373,0.539918191145189,1,0.960461058763366
VO2max.kg,C8A,26,0.125919635464373,0.539918191145189,1,0.960461058763366
VO2max.kg,PSMA5,26,0.125919635464373,0.539918191145189,1,0.960461058763366
PullDown,TGFBI,25,0.128568888883436,0.540217720846353,1,0.998157011554019
VO2max.kg,PNP,21,0.141650452254902,0.540222159708592,1,0.960461058763366
M_mg.kg.min,SEC24C,17,0.159313725490196,0.54023614974872,1,0.988378186379285
mri_VL,CDHR5,17,0.159313725490196,0.54023614974872,1,0.982068840155072
mri_SAT,MLYCD,17,0.159313725490196,0.54023614974872,1,0.901529770174645
mrs_Hep,BRK1,17,0.159313725490196,0.54023614974872,1,1
mri_SAT,HSPE1,17,-0.159313725490196,0.54023614974872,1,0.901529770174645
BMI,IGLV3-27,23,-0.134620345504664,0.540265992576766,1,1
mrs_Musc,CTSD,14,-0.178999586833071,0.540346160496949,1,0.995917543552641
FFM,SLC9A9,21,0.141604424486911,0.540355152137383,1,0.998761796865375
LegPress,RAB5B,24,0.131442301280753,0.540390049784633,1,0.996392398835066
LegPress,VPS13C,24,0.131442301280753,0.540390049784633,1,0.996392398835066
BMI,GPLD1,26,0.125771437970821,0.540399142140712,1,1
FFM,CSRP1,25,0.128510975268626,0.540401752266747,1,0.998761796865375
ChestPress,DLAT,17,0.159677956166112,0.540425390489858,1,0.98173558611851
mrs_Musc,PRKCB,18,0.154498702803365,0.540459615142054,1,0.995917543552641
mri_IP,ASAP1,25,0.12848624973203,0.540480331226627,1,0.999906809281029
mri_IP,GSTK1,25,-0.12848624973203,0.540480331226627,1,0.999906809281029
mrs_Musc,C1QB,19,-0.149764090143284,0.540567194900166,1,0.995917543552641
Weight,EIF4B,17,-0.159607391592861,0.540606717569218,1,0.999276979001456
mri_VL,SUMO2;SUMO3;SUMO4,15,-0.171428571428571,0.540611255267815,1,0.982068840155072
FFM,ANTXR2,24,0.131361473931825,0.54064131598216,1,0.998761796865375
BMI,WAS,25,0.128423144392691,0.540680907231503,1,1
mrs_Musc,ALAD,14,0.17879606250707,0.540814409039127,1,0.995917543552641
PullDown,FLNC,16,0.165212012010798,0.54089028822319,1,0.998157011554019
mrs_Musc,UBA7,16,0.165190277503596,0.540944276772499,1,0.995917543552641
mri_TAT,NIPSNAP3A,19,0.149122807017544,0.540955382249007,1,0.964704787696381
mrs_Hep,FBN1,19,0.149122807017544,0.540955382249007,1,1
mri_SAT,PRXL2B,19,-0.149122807017544,0.540955382249008,1,0.901529770174645
LegPress,ACTR2,26,0.125579816514219,0.541021315688294,1,0.996392398835066
ChestPress,TRIM58,24,-0.131236922992585,0.541028611037318,1,0.98173558611851
VO2max.kg,F9,26,0.125577462541916,0.54102896085651,1,0.960461058763366
M_mg.kg.min,PLIN3,22,0.137210615471485,0.541067401061257,1,0.988378186379285
mri_VL,SERPINB9,22,-0.137210615471485,0.541067401061257,1,0.982068840155072
VO2max.kg,PIK3CG,17,-0.159411434009342,0.54111040511634,1,0.960461058763366
mri_TAT,WARS1,18,0.153766769865841,0.541140264466277,1,0.964704787696381
mri_SAT,GDI1,18,0.153766769865841,0.541140264466277,1,0.901529770174645
mrs_Hep,ROCK2,18,0.153766769865841,0.541140264466277,1,1
mrs_Hep,TTC27,18,0.153766769865841,0.541140264466277,1,1
M_mg.kg.min,WASHC5,18,-0.153766769865841,0.541140264466277,1,0.988378186379285
mrs_Hep,MTCH2,18,-0.153766769865841,0.541140264466277,1,1
Weight,TMOD3,26,-0.125534478641104,0.541168571700983,1,0.999276979001456
mrs_Hep,NSDHL,16,-0.164705882352941,0.541223722729865,1,1
mri_VL,ARPC1A,16,0.164705882352941,0.541223722729865,1,0.982068840155072
mri_IP,IGKV3-20,26,0.125491538848967,0.541308056095202,1,0.999906809281029
mrs_Hep,ALDH3A2,13,-0.186813186813187,0.541341049536417,1,1
VO2max.kg,OGDH,25,0.128200251871099,0.541389633607746,1,0.960461058763366
mri_IP,FAF2,20,-0.145167366414954,0.541428069259617,1,0.999906809281029
mri_VL,CCT2,25,-0.127692307692308,0.541450546927967,1,0.982068840155072
mri_SAT,TPM2,25,-0.127692307692308,0.541450546927967,1,0.901529770174645
BMI,IQGAP2,26,0.125428736504961,0.541512091690815,1,1
VO2max.kg,TXNRD1,19,-0.149385116467443,0.541603985109848,1,0.960461058763366
VO2max.kg,IKBKB,21,0.14113839796218,0.541702533467578,1,0.960461058763366
BMI,MAP4,23,-0.134125417763838,0.541769988887314,1,1
BMI,VWA5A,22,0.13748258920808,0.541783806331602,1,1
Weight,KANK2,16,0.164827123357473,0.541846705839063,1,0.999276979001456
PullDown,ANPEP,16,0.164822910505702,0.541857178584626,1,0.998157011554019
mri_SAT,SNX6,24,0.130434782608696,0.541974448556748,1,0.901529770174645
M_mg.kg.min,RAB7A,26,0.124786324786325,0.542050783421674,1,0.988378186379285
M_mg.kg.min,NNT,26,0.124786324786325,0.542050783421674,1,0.988378186379285
M_mg.kg.min,SEPTIN7,26,0.124786324786325,0.542050783421674,1,0.988378186379285
mri_SAT,F9,26,0.124786324786325,0.542050783421674,1,0.901529770174645
mri_SAT,IGLC3,26,0.124786324786325,0.542050783421674,1,0.901529770174645
mri_SAT,NAP1L4,26,0.124786324786325,0.542050783421674,1,0.901529770174645
mri_SAT,SPARCL1,26,-0.124786324786325,0.542050783421674,1,0.901529770174645
LegPress,PSMD12,26,0.125236702261448,0.542136205590476,1,0.996392398835066
PullDown,MYO18A,24,0.130877533208809,0.542146866870095,1,0.998157011554019
Weight,SCAMP3,23,0.133992620287946,0.542173865613476,1,0.999276979001456
LegPress,UBE2H,23,-0.133962987401949,0.542264007037946,1,0.996392398835066
Weight,TSG101,22,0.137288157503937,0.54236099237201,1,0.999276979001456
FFM,IPO9,23,-0.13392636929735,0.542375406633265,1,0.998761796865375
mri_TAT,TUBB1,26,0.125149600051013,0.542419399599455,1,0.964704787696381
mri_TAT,SCAMP3,23,0.133399209486166,0.542440914348097,1,0.964704787696381
mri_SAT,TOLLIP,23,0.133399209486166,0.542440914348097,1,0.901529770174645
ChestPress,ASMTL,16,0.16458573234729,0.542446925377307,1,0.98173558611851
BMI,LRRFIP1,23,0.1338629776923,0.542568281556735,1,1
BMI,BCAP31,26,0.1250860350391,0.54262611105064,1,1
mrs_Hep,RABL6,12,0.195804195804196,0.54287352062982,1,1
VO2max.kg,VPS45,24,-0.130548352314677,0.543172066154358,1,0.96195835421353
mrs_Musc,PPM1F,18,0.153454792649289,0.543232533114936,1,0.995917543552641
mri_IP,RPS6KA3,24,0.130463147245893,0.543437574552058,1,0.999906809281029
mri_TAT,TNC,26,0.12480766125306,0.543531806542287,1,0.964704787696381
PullDown,ATL3,24,0.130432371531228,0.543533489840673,1,0.998157011554019
mri_IP,SCRN1,20,-0.144415203894669,0.543547633429218,1,0.999906809281029
BMI,THBS3,26,0.12474333357324,0.543741198228157,1,1
FFM,RAB37,23,-0.133432176052711,0.543879874415775,1,0.998761796865375
BMI,DLAT,18,0.153209848563349,0.543884097975857,1,1
M_mg.kg.min,ARCN1,25,0.126923076923077,0.54391099070237,1,0.988378186379285
mri_VL,IPO5,25,0.126923076923077,0.54391099070237,1,0.982068840155072
mri_VL,IGLV3-25,25,-0.126923076923077,0.54391099070237,1,0.982068840155072
PullDown,A2M,25,0.127389357792762,0.543971660695816,1,0.998157011554019
PullDown,COLEC11,25,-0.127389357792762,0.543971660695816,1,0.998157011554019
Weight,PSMC5,25,0.127381202674115,0.543997656996419,1,0.999276979001456
Weight,ITPR2,25,0.127381202674115,0.543997656996419,1,0.999276979001456
Weight,ASMTL,17,0.158282327737128,0.544016733183806,1,0.999276979001456
ChestPress,FGD4,18,-0.153156434490797,0.5440262289562,1,0.98173558611851
PullDown,DDB1,23,-0.133378801901896,0.54404247582109,1,0.998157011554019
LegPress,PGD,25,0.12736472051248,0.544050199405563,1,0.996392398835066
mri_IP,DCN,21,0.14030530132648,0.544115022319823,1,0.999906809281029
PullDown,PTPN6,21,-0.140298793163522,0.544133888013562,1,0.998157011554019
FFM,SNX2,25,0.127332181620664,0.544153934930888,1,0.998761796865375
M_mg.kg.min,HSP90AA1,26,0.124102564102564,0.544285281078756,1,0.988378186379285
M_mg.kg.min,PIP4K2A,26,-0.124102564102564,0.544285281078756,1,0.988378186379285
mri_SAT,TUFM,26,0.124102564102564,0.544285281078756,1,0.902900428993114
mrs_Musc,DPT,15,-0.170151424350159,0.544334832074578,1,0.995917543552641
VO2max.kg,TFPI,19,-0.148375825403217,0.544369578040834,1,0.962971012189476
mri_SAT,ARHGEF2,22,0.136081309994354,0.544438985123853,1,0.902900428993114
mri_IP,EMD,26,-0.124465722455106,0.544645274939349,1,0.999906809281029
mri_VL,FLOT2,24,-0.129565217391304,0.544696972366311,1,0.982068840155072
mri_VL,TTC27,24,-0.129565217391304,0.544696972366311,1,0.982068840155072
FFM,CD9,24,-0.130028270088406,0.544793634693087,1,0.998761796865375
ChestPress,ELMO1,18,-0.15284557382444,0.544853737376364,1,0.98173558611851
BMI,IGLC3,26,0.124400632107379,0.54485735122442,1,1
mri_IP,SCARF1,18,0.152813649688158,0.544938751090056,1,0.999906809281029
PullDown,S100A9,23,0.133023158290852,0.54512649588286,1,0.998157011554019
mrs_Musc,FYB1,19,0.147991734046914,0.545423712132161,1,0.995917543552641
mrs_Musc,APOA5,19,-0.147991734046914,0.545423712132161,1,0.995917543552641
PullDown,TPM1,22,-0.136246400588897,0.545458339633424,1,0.998157011554019
M_mg.kg.min,PTPRZ1,23,-0.132411067193676,0.545466071342344,1,0.988378186379285
M_mg.kg.min,PSMA6,23,0.132411067193676,0.545466071342344,1,0.988378186379285
M_mg.kg.min,RAP1GAP2,23,-0.132411067193676,0.545466071342344,1,0.988378186379285
VO2max.kg,MIA3,22,-0.136235248177051,0.545491541691095,1,0.963847856099419
FFM,ANPEP,16,-0.16335545261321,0.545510584022994,1,0.998761796865375
FFM,HPR,26,-0.124145014100078,0.545690572704506,1,0.998761796865375
ChestPress,RAB11FIP3,17,-0.157632072188866,0.54569364474293,1,0.98173558611851
mri_IP,MCU,26,0.124123783657152,0.545759802799445,1,0.999906809281029
mrs_Hep,INF2,19,0.147368421052632,0.545792758863444,1,1
BMI,ZYX,26,0.124057930641519,0.545974568033575,1,1
BMI,RAB5C,26,-0.124057930641519,0.545974568033575,1,1
BMI,UGP2,26,-0.124057930641519,0.545974568033575,1,1
BMI,TUBA3E,26,-0.124057930641519,0.545974568033575,1,1
ChestPress,HBA1,25,0.126755936750097,0.545992549321035,1,0.98173558611851
ChestPress,RAC1,25,-0.126755936750097,0.545992549321036,1,0.98173558611851
mrs_Musc,TPM2,18,0.152410882495212,0.546011827206577,1,0.995917543552641
mrs_Musc,MYCT1,18,0.152410882495212,0.546011827206577,1,0.995917543552641
ChestPress,F2RL3,20,0.143510199162106,0.546102890726028,1,0.98173558611851
LegPress,HSPA1L,18,-0.152332914890122,0.546219662276165,1,0.996392398835066
LegPress,ARCN1,25,-0.126641870591841,0.546356838601569,1,0.996392398835066
M_mg.kg.min,PCBP1,25,-0.126153846153846,0.546376714389944,1,0.988378186379285
mri_VL,XPO1,25,-0.126153846153846,0.546376714389944,1,0.982068840155072
mri_VL,TUBB4B,25,-0.126153846153846,0.546376714389944,1,0.982068840155072
mri_TAT,VDAC2,25,-0.126153846153846,0.546376714389944,1,0.964704787696381
mri_VL,F13B,25,0.126153846153846,0.546376714389944,1,0.982068840155072
PullDown,STRAP,25,-0.126603003732313,0.546480992054608,1,0.998157011554019
ChestPress,IGHV1-18,23,0.132571711818926,0.546503957165553,1,0.98173558611851
M_mg.kg.min,LTBP1,26,-0.123418803418803,0.5465241360305,1,0.988378186379285
FFM,RTRAF,20,0.142857142857143,0.546534964823574,1,0.998761796865375
mri_SAT,RABEP1,21,-0.138961038961039,0.546550467664176,1,0.904364673185053
mri_TAT,DRG2,17,-0.156862745098039,0.546591209730735,1,0.964704787696381
mrs_Hep,TFRC,17,-0.156862745098039,0.546591209730735,1,1
mrs_Hep,CCT7,17,-0.156862745098039,0.546591209730735,1,1
mrs_Hep,DAAM1,17,-0.156862745098039,0.546591209730735,1,1
M_mg.kg.min,SCARF1,18,0.151702786377709,0.546666609939689,1,0.988378186379285
M_mg.kg.min,JAM3,18,0.151702786377709,0.546666609939689,1,0.988378186379285
mrs_Hep,FAM162A,18,0.151702786377709,0.546666609939689,1,1
mri_VL,CEPT1,18,-0.151702786377709,0.54666660993969,1,0.982068840155072
mri_SAT,FUBP3,18,-0.151702786377709,0.54666660993969,1,0.904364673185053
Weight,AP2B1,26,-0.123824199640544,0.546737147100134,1,0.999276979001456
FFM,COLEC10,26,-0.123803016816056,0.546806283323204,1,0.998761796865375
mrs_Musc,UBE2L3,16,0.162828092148158,0.546826153610131,1,0.995917543552641
mrs_Musc,TTYH3,17,-0.157185922447547,0.546845524797946,1,0.995917543552641
mri_IP,COL6A1,26,-0.123781844859199,0.546875388124543,1,0.999906809281029
mri_IP,HSPG2,26,0.123781844859199,0.546875388124543,1,0.999906809281029
mri_TAT,GUCY1A1,26,-0.123781844859199,0.546875388124543,1,0.964704787696381
mri_TAT,GOT2,19,-0.147433098879337,0.546958520043727,1,0.964704787696381
mrs_Musc,TXNRD1,14,0.175962259423712,0.547352366438654,1,0.995917543552641
Weight,ITGB5,22,0.135593241979197,0.547404428540861,1,0.999276979001456
mri_TAT,VPS13A,24,0.128695652173913,0.547425930512534,1,0.964704787696381
mri_TAT,SEPTIN5,24,-0.128695652173913,0.547425930512534,1,0.964704787696381
mri_SAT,MAPKAPK3,24,0.128695652173913,0.547425930512534,1,0.904364673185053
mri_IP,RTCB,17,-0.156958950409198,0.547431940181051,1,0.999906809281029
mri_IP,SLC25A5,24,-0.129158515773434,0.547510433993649,1,0.999906809281029
Weight,PPA2,20,0.142964675535416,0.54764578579729,1,0.999276979001456
Weight,SLC27A4,18,0.151781125028103,0.547691556582211,1,0.999276979001456
PullDown,MYL9,24,0.129096886498485,0.547703177775883,1,0.998157011554019
PullDown,IGHM,25,-0.126209826702088,0.547737660636657,1,0.998157011554019
PullDown,IGLL1,25,0.126209826702088,0.547737660636657,1,0.998157011554019
PullDown,PLEC,22,0.135475852404166,0.547754526922272,1,0.998157011554019
ChestPress,EEF1A1;EEF1A1P5,22,-0.135443577225384,0.547850801135609,1,0.98173558611851
Weight,PTPRG,26,0.123482143840432,0.547854039478046,1,0.999276979001456
Weight,ITGA2B,26,-0.123482143840432,0.547854039478047,1,0.999276979001456
mrs_Musc,EIF4G1,19,0.147105555998729,0.547859321658442,1,0.995917543552641
ChestPress,CMPK1,21,0.139001911096643,0.547899203987893,1,0.98173558611851
FFM,TMED10,26,0.123461019532034,0.547923049887509,1,0.998761796865375
PullDown,CLIP2,20,-0.142778161870787,0.548173750607651,1,0.998157011554019
BMI,PCMT1,26,0.123372527709797,0.548212185032691,1,1
BMI,CRACD,26,0.123372527709797,0.548212185032691,1,1
FFM,CCT4,23,-0.131982220771341,0.548305023468397,1,0.998761796865375
VO2max.kg,CCT4,23,-0.131982220771341,0.548305023468397,1,0.964490441024104
FFM,UBE2H,23,-0.131949596318792,0.548404779909775,1,0.998761796865375
M_mg.kg.min,PKN1,23,0.131422924901186,0.54849913445187,1,0.988378186379285
mri_VL,DDB1,23,-0.131422924901186,0.54849913445187,1,0.982068840155072
mri_SAT,CLEC3B,23,0.131422924901186,0.54849913445187,1,0.904364673185053
mri_SAT,UACA,23,-0.131422924901186,0.54849913445187,1,0.904364673185053
ChestPress,GOLM1,25,-0.125968632795128,0.548509221341545,1,0.98173558611851
ChestPress,HRG,25,0.125968632795128,0.548509221341546,1,0.98173558611851
LegPress,HTT,24,0.128822188962864,0.548562665627915,1,0.996392398835066
mrs_Musc,TPI1,18,0.151446954894849,0.548583811963691,1,0.995917543552641
M_mg.kg.min,PRSS3,16,-0.161764705882353,0.548605249666762,1,0.988378186379285
mri_VL,VPS11,16,-0.161764705882353,0.548605249666762,1,0.982068840155072
BMI,PNPLA6,23,-0.131879822467229,0.548618156681586,1,1
mrs_Musc,HDLBP,16,-0.162091864900622,0.548665098208382,1,0.995917543552641
PullDown,CDH23,23,-0.131857370701494,0.548686824938021,1,0.998157011554019
Weight,FAF1,24,-0.128779666317672,0.548695768008929,1,0.999276979001456
VO2max.kg,RAP2B,25,0.125890337422971,0.548759789811197,1,0.964490441024104
M_mg.kg.min,CD14,26,-0.122735042735043,0.5487673321084,1,0.988378186379285
M_mg.kg.min,SERPINA1,26,0.122735042735043,0.548767332108401,1,0.988378186379285
M_mg.kg.min,FLNA,26,0.122735042735043,0.548767332108401,1,0.988378186379285
mrs_Musc,CPT1A,18,-0.151366972341135,0.548797466476873,1,0.995917543552641
mrs_Musc,MACF1,18,-0.151366972341135,0.548797466476873,1,0.995917543552641
mrs_Musc,CYB5R1,18,0.151366972341135,0.548797466476873,1,0.995917543552641
VO2max.kg,DCTN1,26,0.123182252084713,0.548834123901882,1,0.964490441024104
mri_VL,SERPINC1,25,-0.125384615384615,0.548847696396907,1,0.982068840155072
mri_VL,ATP5F1A,25,0.125384615384615,0.548847696396907,1,0.982068840155072
mri_VL,SERPINA10,25,-0.125384615384615,0.548847696396907,1,0.982068840155072
mri_TAT,PPM1F,25,-0.125384615384615,0.548847696396907,1,0.964704787696381
mri_SAT,REEP5,25,-0.125384615384615,0.548847696396907,1,0.904364673185053
FFM,P3H1,24,-0.128723638615947,0.548871165915186,1,0.998761796865375
Weight,GET3,25,0.125841852792857,0.548914981469171,1,0.999276979001456
PullDown,TC2N,25,-0.125816649671864,0.548995660668426,1,0.998157011554019
PullDown,B3GNT2,25,0.125816649671864,0.548995660668426,1,0.998157011554019
FFM,CAPZA1,26,0.123119022248011,0.549040870385136,1,0.998761796865375
FFM,APOA1,26,-0.123119022248011,0.549040870385136,1,0.998761796865375
BMI,KIF13B,24,0.128653019895842,0.549092278483829,1,1
PullDown,EPS15,24,-0.128651724820904,0.549096333843242,1,0.998157011554019
mri_IP,MYH9,26,-0.123097967263292,0.549109723143494,1,0.999906809281029
mrs_Hep,MVP,15,0.167857142857143,0.549254918645965,1,1
mrs_Hep,EIPR1,15,0.167857142857143,0.549254918645965,1,1
mrs_Hep,PPP6C,15,-0.167857142857143,0.549254918645965,1,1
ChestPress,KIF13B,23,-0.131659004210813,0.549293695443946,1,0.98173558611851
VO2max.kg,MANF,19,-0.146555520909817,0.549373513753317,1,0.964490441024104
ChestPress,TOR1AIP2,24,0.128558618441716,0.549387920407994,1,0.98173558611851
ChestPress,EIF3L,24,-0.128558618441716,0.549387920407994,1,0.98173558611851
VO2max.kg,COL14A1,18,0.151061033035577,0.549615053041506,1,0.964490441024104
ChestPress,CAPZA2,25,0.125574980817643,0.549769558143926,1,0.98173558611851
ChestPress,ATP11B,15,0.167829278335655,0.549922753264137,1,0.98173558611851
VO2max.kg,LY6G6F,26,-0.122840079162255,0.549953376769912,1,0.964490441024104
LegPress,F5,26,-0.12283490249205,0.549970317815619,1,0.996392398835066
mrs_Musc,MAPK14,17,-0.155948238018826,0.550046640539953,1,0.995917543552641
mri_VL,MPP1,24,0.127826086956522,0.550161293706326,1,0.982068840155072
mri_SAT,NACA,24,-0.127826086956522,0.550161293706326,1,0.905003538784902
LegPress,ABCB6,16,0.161485911882774,0.550180675402015,1,0.996392398835066
LegPress,AGPS,19,-0.146256925785823,0.550196300928353,1,0.996392398835066
BMI,GGH,23,-0.131351363255467,0.550235479881234,1,1
VO2max.kg,MTMR12,18,0.150826526762691,0.550242109953972,1,0.964490441024104
mrs_Musc,PLIN3,16,0.161456804317098,0.55025352374841,1,0.995917543552641
PullDown,RASGRP2,25,-0.125423472641639,0.550254989272341,1,0.998157011554019
mri_IP,ROCK2,25,-0.125408734768389,0.550302219822636,1,0.999906809281029
mri_IP,CLIP1,25,-0.125408734768389,0.550302219822636,1,0.999906809281029
FFM,TOR1A,18,0.150748600368048,0.550450551228452,1,0.998761796865375
mri_IP,TWSG1,18,0.150748600368048,0.550450551228452,1,0.999906809281029
LegPress,DIS3L2,24,-0.128216907963991,0.550458682688853,1,0.996392398835066
mrs_Hep,CALU,19,0.145614035087719,0.550650103712552,1,1
mrs_Hep,DUSP3,19,0.145614035087719,0.550650103712552,1,1
PullDown,MYO9B,19,-0.146091133779347,0.550653383350752,1,0.998157011554019
ChestPress,SEC23IP,21,-0.138055665167625,0.550653937498746,1,0.98173558611851
FFM,PRKAB1,22,-0.134425308946982,0.550892167777577,1,0.998761796865375
mrs_Musc,MVP,15,0.16742223514934,0.550904797863928,1,0.995917543552641
BMI,SEC62,24,-0.128048974810111,0.550985257243927,1,1
M_mg.kg.min,SERPIND1,26,-0.122051282051282,0.551014853025913,1,0.988378186379285
M_mg.kg.min,LUM,26,0.122051282051282,0.551014853025914,1,0.988378186379285
mri_SAT,IGHV3-49,26,0.122051282051282,0.551014853025914,1,0.905003538784902
ChestPress,PTPRJ,25,-0.125181328840158,0.551031224951773,1,0.98173558611851
VO2max.kg,ECE1,26,-0.122497906239798,0.551073680979323,1,0.964849141100317
LegPress,IGKV1-17,26,-0.122491788239279,0.551093721405035,1,0.996392398835066
LegPress,PRG4,26,-0.122491788239279,0.551093721405035,1,0.996392398835066
BMI,MOGS,22,-0.134354799345933,0.551103049393861,1,1
ChestPress,PNPLA6,22,-0.134340716640949,0.551145172636097,1,0.98173558611851
ChestPress,TSNAX,15,-0.167300382514261,0.55119893061029,1,0.98173558611851
mri_VL,PIP5K1C,22,0.13382269904009,0.55121159113595,1,0.982068840155072
FFM,FHOD1,26,-0.122435027679967,0.551279665097144,1,0.998761796865375
LegPress,RPS6KA3,24,-0.127948818190234,0.551299419988591,1,0.996392398835066
