phenotype,Genes,n,rho,p,q_global,q_within
VO2max.kg,GNAI2,26,-0.448588701341829,0.0215299155546322,1,0.86939810923426
mri_SAT,TJP2,26,-0.451623931623932,0.0215603379948734,1,0.679441371121072
Weight,SVEP1,26,0.448435153946832,0.0215801273538906,1,0.999276979001456
M_mg.kg.min,TWF2,22,0.490683229813665,0.0216975131061921,1,0.988378186379285
PullDown,F8,25,-0.456478532090731,0.0218082476666676,1,0.998157011554019
LegPress,PCBP1,25,-0.456374058047427,0.0218422756555235,1,0.996392398835066
ChestPress,PCBP1,24,-0.465578607759407,0.0218612828484895,1,0.822176314636609
M_mg.kg.min,ILF3,23,0.479249011857708,0.0218791957757527,1,0.988378186379285
mri_IP,RAP1GDS1,25,0.456241593359843,0.0218854823268728,1,0.999906809281029
Weight,ENDOD1,26,-0.447408986546497,0.0219181491628457,1,0.999276979001456
M_mg.kg.min,HSPA1A;HSPA1B,24,0.468695652173913,0.0220080113910844,1,0.988378186379285
Weight,PTRH2,16,0.566593236541313,0.0221157832087119,1,0.999276979001456
mri_TAT,FAM114A2,25,0.458461538461538,0.0222369856064934,1,0.882204278291872
mri_VL,HSP90B1,25,0.457692307692308,0.022484158223614,1,0.935148547830613
ChestPress,MVP,21,0.495012195769957,0.0225183651613382,1,0.822176314636609
BMI,PSMA7,26,-0.445169204152853,0.0226709132571255,1,1
Weight,NME1,26,-0.445014595945712,0.0227236407982857,1,0.999276979001456
M_mg.kg.min,ATL3,25,-0.456923076923077,0.0227335814513281,1,0.988378186379285
mri_SAT,TNS1,25,-0.456923076923077,0.0227335814513281,1,0.679441371121072
PullDown,MXRA5,24,-0.462710949492643,0.0227990071753234,1,0.998157011554019
VO2max.kg,RHOG,25,0.453128217574425,0.02292111920414,1,0.86939810923426
ChestPress,SRC,25,-0.453093426084975,0.022932912565238,1,0.822176314636609
mri_SAT,PFKL,25,-0.456153846153846,0.0229852704595554,1,0.679441371121072
ChestPress,PSMB5,25,0.45269977410749,0.0230666924660695,1,0.822176314636609
mri_SAT,TAB2,22,-0.486166007905139,0.0230803193174885,1,0.679441371121072
mrs_Hep,PPP1CA,18,0.537667698658411,0.0231586908815683,1,1
ChestPress,ITIH3,25,-0.452306122130005,0.0232011035476137,1,0.822176314636609
mrs_Hep,PACS1,19,0.52280701754386,0.0232737303793957,1,1
mrs_Musc,RAB5B,17,-0.546290983766328,0.0232779976849772,1,0.995917543552641
M_mg.kg.min,GTPBP2,23,-0.474308300395257,0.023432187230212,1,0.988378186379285
Weight,PFKL,25,-0.451414352678963,0.0235079408660837,1,0.999276979001456
mrs_Musc,VWF,19,-0.51664180209192,0.0235214219905979,1,0.995917543552641
mri_TAT,CP,26,0.442468804551943,0.0236062826038476,1,0.882204278291872
mri_VL,CTSC,20,0.508270676691729,0.0236358718669589,1,0.935148547830613
VO2max.kg,CAPN2,25,0.450818303126297,0.0237148523366475,1,0.86939810923426
mri_TAT,COMT,23,-0.473320158102767,0.0237533050297515,1,0.882204278291872
mri_VL,PSMC4,24,0.462608695652174,0.0239763160196615,1,0.935148547830613
M_mg.kg.min,AK2,21,0.494805194805195,0.023985672051995,1,0.988378186379285
FFM,EIF2S3,26,-0.441176496388707,0.0240648645357141,1,0.998761796865375
mri_TAT,UBASH3B,24,0.461739130434783,0.0242688812434856,1,0.882204278291872
M_mg.kg.min,COX5A,26,0.443418803418803,0.0242914205937315,1,0.988378186379285
M_mg.kg.min,VCL,26,0.442735042735043,0.0245312745499197,1,0.988378186379285
ChestPress,TGFBI,25,0.447975950377673,0.0247218979105816,1,0.822176314636609
M_mg.kg.min,STRAP,26,-0.442051282051282,0.0247730686531254,1,0.988378186379285
PullDown,NDE1,17,0.541357683139861,0.0248131970011889,1,0.998157011554019
VO2max.kg,PCCA,18,-0.526371342988541,0.0248289744220188,1,0.86939810923426
BMI,RTCB,17,-0.541209096718947,0.0248606219858325,1,1
ChestPress,MADD,21,-0.487673740037519,0.0249244677157022,1,0.822176314636609
mri_SAT,MAVS,26,-0.441367521367521,0.025016814479253,1,0.679441371121072
mri_SAT,ARHGEF7,18,0.531475748194015,0.0250290763148188,1,0.679441371121072
mrs_Hep,MGP,18,-0.531475748194015,0.0250290763148189,1,1
VO2max.kg,RPLP0,25,0.446968445712751,0.025087038066908,1,0.86939810923426
mri_TAT,SUSD5,26,0.4383655389765,0.0250873123451736,1,0.882204278291872
M_mg.kg.min,ITM2B,17,-0.546568627450981,0.0251943772063171,1,0.988378186379285
mri_IP,DYNC1LI1,22,-0.475571891316635,0.0252859039476064,1,0.999906809281029
ChestPress,UBA5,23,-0.465127370088393,0.0253248251139417,1,0.822176314636609
ChestPress,GPLD1,25,0.446007690490249,0.0254392780157191,1,0.822176314636609
Weight,TTR,26,0.437147312543137,0.0255412140753163,1,0.999276979001456
ChestPress,MAPK14,22,-0.474559338765177,0.0256429259925648,1,0.822176314636609
FFM,PSMD13,23,-0.464162192150895,0.0256708016863166,1,0.998761796865375
mri_VL,PRMT5,18,0.529411764705882,0.0256784893216006,1,0.935148547830613
FFM,AHCYL1,24,0.454446629573193,0.0256843362947197,1,0.998761796865375
mri_IP,RAB37,23,-0.464047456716649,0.0257121800440917,1,0.999906809281029
VO2max.kg,CAPZB,26,-0.436270476133358,0.0258720110152244,1,0.86939810923426
mri_IP,MAPKAPK2,22,0.473877454649236,0.0258856120545829,1,0.999906809281029
mri_TAT,IGKV1-8,22,0.473877454649236,0.0258856120545829,1,0.882204278291872
mri_SAT,TGFB1I1,25,0.447692307692308,0.0259077808568143,1,0.679441371121072
mrs_Hep,STAT5A,17,0.544117647058824,0.0259558515382696,1,1
mri_IP,RAN,20,0.496427263387925,0.0259866053005642,1,0.999906809281029
VO2max.kg,PRKAR1A,26,-0.435928303210901,0.0260020359440145,1,0.86939810923426
VO2max.kg,C2CD2L,23,-0.463022862121631,0.0260840638393436,1,0.86939810923426
ChestPress,MPRIP,21,-0.483858557246149,0.0262536552612604,1,0.824579090756729
mrs_Musc,SERPINB9,16,0.55271921187907,0.0263874654033301,1,0.995917543552641
Weight,MINPP1,23,0.461804824165835,0.0265317453288189,1,0.999276979001456
VO2max.kg,EXOC6B,19,-0.507253972357408,0.0266366268080434,1,0.86939810923426
mri_SAT,UBASH3B,24,0.454782608695652,0.0267158611869488,1,0.679441371121072
M_mg.kg.min,GP5,26,-0.436581196581197,0.026778662950557,1,0.988378186379285
M_mg.kg.min,STXBP2,26,-0.436581196581197,0.026778662950557,1,0.988378186379285
mri_SAT,SPTLC1,23,-0.464426877470356,0.0268076830824052,1,0.679441371121072
M_mg.kg.min,SLMAP,24,0.453913043478261,0.0270353619029139,1,0.988378186379285
BMI,DPYSL2,26,-0.432831951381873,0.0272028304171716,1,1
mrs_Musc,BTK,18,0.518823346576166,0.0273723425942421,1,0.995917543552641
mrs_Musc,CCS,18,-0.518823346576166,0.0273723425942423,1,0.995917543552641
Weight,CHST3,26,0.432358531341569,0.0273903088780243,1,0.999276979001456
VO2max.kg,GP5,26,-0.432164401063868,0.0274674869465315,1,0.86939810923426
mrs_Hep,NT5C2,15,0.575,0.0274783138002516,1,1
mri_TAT,C4BPA,26,-0.431868701815381,0.0275853816674873,1,0.882204278291872
BMI,IGHV3-15,25,0.440332981175163,0.0276020140633803,1,1
VO2max.kg,AHCY,21,-0.480000634544189,0.0276542700983241,1,0.86939810923426
mri_TAT,CDS2,22,0.47261434217956,0.0276633826866334,1,0.882204278291872
mrs_Hep,PSMD5,18,-0.523219814241486,0.0277072178579419,1,1
mri_TAT,CFL1,26,0.431526763017428,0.0277222205943517,1,0.882204278291872
mri_TAT,PCMT1,26,-0.431184824219474,0.0278596064683289,1,0.882204278291872
mri_TAT,EML4,23,0.461462450592885,0.0278938369475048,1,0.882204278291872
ChestPress,MINK1,23,-0.458010667158079,0.0279657681675899,1,0.860786344198416
mri_TAT,PLCG2,20,0.494736842105263,0.0281231558886877,1,0.882204278291872
mri_VL,TXNDC15,25,0.441538461538462,0.0282184065878395,1,0.935148547830613
mri_VL,RDH11,25,-0.441538461538462,0.0282184065878396,1,0.935148547830613
VO2max.kg,SERPINA5,26,0.430111363529122,0.0282944778510407,1,0.86939810923426
M_mg.kg.min,ENO1,26,-0.432478632478632,0.0283684449017698,1,0.988378186379285
mri_SAT,APOB,26,0.432478632478632,0.0283684449017699,1,0.679441371121072
mri_TAT,GSTK1,25,-0.440769230769231,0.0285186743944637,1,0.882204278291872
mrs_Hep,SPCS2,15,0.571428571428571,0.0286231761128773,1,1
mri_SAT,FYN,21,0.480519480519481,0.0288918625488709,1,0.679441371121072
mri_SAT,CORO1A,26,0.431111111111111,0.0289151823239098,1,0.679441371121072
mri_IP,MDH1,18,0.514197280707452,0.0290284304735082,1,0.999906809281029
mrs_Hep,OGDH,18,0.519091847265222,0.0291286844692409,1,1
LegPress,AP2A1,24,0.445419094041089,0.0291641422317384,1,0.996392398835066
ChestPress,EIF4E,14,-0.58150147560055,0.0291683510690265,1,0.866640718540001
M_mg.kg.min,SEPTIN11,26,0.43042735042735,0.0291917571108218,1,0.988378186379285
VO2max.kg,S100A9,24,0.445266857732591,0.0292258998512218,1,0.86939810923426
LegPress,ELOB,19,0.500012486576932,0.0292533571911855,1,0.996392398835066
ChestPress,EEF1D,25,-0.43616639105313,0.0292822075140221,1,0.866640718540001
mri_SAT,CD36,25,-0.438461538461539,0.0294351178356515,1,0.679441371121072
BMI,GAPVD1,23,0.454029617894371,0.0295362386635873,1,1
BMI,SLA2,22,-0.464157300661295,0.0295483469861162,1,1
mri_SAT,ZMPSTE24,25,-0.436923076923077,0.0300592764080968,1,0.679441371121072
LegPress,OPA1,24,-0.443235667109515,0.0300599408420637,1,0.996392398835066
mrs_Hep,EXOC7,12,-0.636363636363637,0.0301142647296562,1,1
FFM,DCTN4,18,-0.511099706727287,0.0301800616637788,1,0.998761796865375
mrs_Hep,LARS1,13,0.60989010989011,0.0302900101906893,1,1
mrs_Hep,RASGRP2,19,0.501754385964912,0.0302984919618903,1,1
mri_VL,FAM120A,19,-0.501754385964912,0.0302984919618903,1,0.935148547830613
mrs_Musc,KSR1,16,-0.541297603888316,0.0303558308804142,1,0.995917543552641
mrs_Musc,RNASE4,18,0.510170940365215,0.0305321663507232,1,0.995917543552641
mri_IP,DPYSL2,26,-0.424687987058356,0.0305759310695358,1,0.999906809281029
mri_VL,PDK1,16,0.547058823529412,0.0305943942326447,1,0.935148547830613
mrs_Hep,SH3BGRL3,18,0.514963880288958,0.0306071335037593,1,1
ChestPress,HS1BP3,23,-0.451354700791478,0.0306303266981606,1,0.889435335631494
FFM,SCFD1,21,-0.472231268816441,0.0306540903183236,1,0.998761796865375
M_mg.kg.min,PGK1,25,-0.435384615384615,0.0306941448888013,1,0.988378186379285
FFM,EIF3D,25,0.432775541762077,0.0307092989641064,1,0.998761796865375
PullDown,RAB5B,23,0.450850779052417,0.0308399997341778,1,0.998157011554019
mri_SAT,TEX264,21,-0.475324675324675,0.0308637378348773,1,0.679441371121072
mri_TAT,HPRT1,26,-0.424004109462449,0.0308738165210795,1,0.882204278291872
M_mg.kg.min,ARHGAP45,26,0.426324786324786,0.030896856687238,1,0.988378186379285
mri_SAT,APOA5,26,0.426324786324786,0.030896856687238,1,0.679441371121072
mri_SAT,TREML1,26,-0.426324786324786,0.030896856687238,1,0.679441371121072
mri_IP,EML4,23,0.450704239111378,0.0309011860412477,1,0.999906809281029
LegPress,PRDX2,20,0.483205374058853,0.0309063546988346,1,0.996392398835066
Weight,SELENOP,26,0.423807136338769,0.0309600455268998,1,0.999276979001456
mri_SAT,L1CAM,23,0.453557312252965,0.0309653514914715,1,0.679441371121072
mri_TAT,CD36,25,-0.434615384615385,0.0310156365124729,1,0.882204278291872
mri_SAT,ROCK1,25,-0.434615384615385,0.0310156365124729,1,0.679441371121072
mrs_Hep,SLC44A2,15,0.564285714285714,0.0310229713693279,1,1
VO2max.kg,ADAM10,23,-0.45032136001008,0.0310615088248458,1,0.86939810923426
VO2max.kg,PRXL2B,19,0.49517139365334,0.0311117106879988,1,0.86939810923426
mri_TAT,SEC62,24,0.443478260869565,0.0311174857736268,1,0.882204278291872
Weight,SSC5D,25,0.431787641692921,0.031135381744052,1,0.999276979001456
PullDown,COX5A,25,0.431708379186582,0.031169771729415,1,0.998157011554019
mri_SAT,SERPINA6,25,0.433846153846154,0.0313398550995469,1,0.679441371121072
ChestPress,IGHV4-28,23,0.449646880725844,0.0313455401611755,1,0.893347894593502
VO2max.kg,DOK2,24,-0.440043786087634,0.0314088805889928,1,0.86939810923426
mri_SAT,YWHAZ,26,-0.424957264957265,0.0314829077216001,1,0.679441371121072
mri_VL,PTTG1IP,19,0.498245614035088,0.0316174150094067,1,0.935148547830613
mrs_Musc,SRPRA,14,-0.574382350803961,0.0316934450382916,1,0.995917543552641
VO2max.kg,PLXNA4,25,-0.430414058834501,0.0317356573280912,1,0.86939810923426
mri_VL,ARFGEF1,23,0.451581027667984,0.0317743524897382,1,0.935148547830613
mri_TAT,ACSL3,23,-0.451581027667984,0.0317743524897382,1,0.882204278291872
mri_SAT,UNC45A,25,0.432307692307692,0.0319965395388209,1,0.679441371121072
BMI,STON2,20,-0.480422231572189,0.0320292214739509,1,1
BMI,PPP1R3E,24,0.438589515761161,0.0320392662035106,1,1
Weight,CMTM6,23,0.447960568195125,0.0320646975465162,1,0.999276979001456
mri_SAT,SPP2,26,-0.423589743589744,0.0320779652563852,1,0.679441371121072
mri_SAT,EXOC1,18,0.510835913312694,0.0321441226549969,1,0.679441371121072
mri_VL,LPL,23,0.450592885375494,0.0321851914673705,1,0.935148547830613
Weight,RAB37,23,-0.447466130481885,0.0322780222276344,1,0.999276979001456
mrs_Hep,ASPN,19,-0.496491228070175,0.0322937146436517,1,1
PullDown,AP1S2,19,0.492024806556317,0.0323680318679936,1,0.998157011554019
mri_VL,DYNC1LI1,21,-0.471428571428571,0.0324121893122587,1,0.935148547830613
mri_TAT,STRN4,22,0.460191981931113,0.0324845008130392,1,0.882204278291872
mri_SAT,ARHGEF12,22,-0.460191981931113,0.0324845008130392,1,0.679441371121072
Weight,ATP2C1,24,0.437241772463716,0.0326324330119392,1,0.999276979001456
M_mg.kg.min,DBNL,25,-0.430769230769231,0.0326643313688135,1,0.988378186379285
ChestPress,BET1,17,0.51892914115851,0.0328047284924233,1,0.903550016639837
Weight,SUMO2;SUMO3;SUMO4,16,-0.534610299963116,0.0328811715690768,1,0.999276979001456
VO2max.kg,FN1,26,-0.419504002932939,0.0328925839518162,1,0.86939810923426
VO2max.kg,NRCAM,15,0.551974871704144,0.0328934937344755,1,0.86939810923426
mri_SAT,VPS37B,21,-0.47012987012987,0.0329419149185581,1,0.679441371121072
mri_VL,SPTLC1,22,-0.459062676453981,0.0329542344630985,1,0.935148547830613
M_mg.kg.min,ADSL,25,-0.43,0.0330024343467274,1,0.988378186379285
VO2max.kg,FUBP3,18,-0.503620518733634,0.0331066354632431,1,0.86939810923426
Weight,ADD3,23,0.445488379628926,0.0331426033687641,1,0.999276979001456
mri_IP,TTR,26,0.418875027493145,0.0331829732831935,1,0.999906809281029
mri_TAT,FBLN1,26,0.418875027493145,0.0331829732831935,1,0.882204278291872
ChestPress,CORO1A,25,-0.42711239557098,0.0332164242851972,1,0.903550016639837
mri_TAT,DENND2C,20,0.481203007518797,0.0332670637118808,1,0.882204278291872
mri_TAT,SLC25A5,24,-0.438260869565217,0.0333379227714695,1,0.882204278291872
PullDown,BTK,23,-0.443914403235759,0.0338436994056568,1,0.998157011554019
mrs_Musc,AP2B1,19,-0.488284104549997,0.0339124842617716,1,0.995917543552641
PullDown,AP1M1,21,0.464419534648071,0.0339230512354697,1,0.998157011554019
mri_VL,THBS4,25,0.427692307692308,0.0340337730881078,1,0.935148547830613
Weight,ACSL5,20,-0.475366712819952,0.034150301913575,1,0.999276979001456
mrs_Musc,TMBIM1,17,0.515576087048294,0.0341513951468494,1,0.995917543552641
mrs_Musc,EIF3H,17,0.51525172332506,0.0342838749162294,1,0.995917543552641
mrs_Musc,RAB10,19,-0.487397926501812,0.0342866062803776,1,0.995917543552641
mri_SAT,IGFBP3,19,0.491228070175439,0.0343915429073965,1,0.679441371121072
mri_TAT,PSMD1,22,0.455674760022586,0.0343961923567721,1,0.882204278291872
Weight,GP6,26,-0.416281908736304,0.0344019229714213,1,0.999276979001456
Weight,INHBC,21,0.463287947053878,0.0344184250541507,1,0.999276979001456
VO2max.kg,RDH11,26,-0.416082273708363,0.0344972292507281,1,0.86939810923426
mri_SAT,C8A,26,0.418119658119658,0.0345502517973313,1,0.679441371121072
ChestPress,CNP,17,0.514575350870379,0.0345613887521502,1,0.903550016639837
mri_TAT,HEG1,26,0.415797578311563,0.0346335084192683,1,0.882204278291872
mri_IP,ATP1B3,24,0.432702771698877,0.0346946782912807,1,0.999906809281029
PullDown,INPP4B,24,0.432697150608715,0.0346972947814553,1,0.998157011554019
VO2max.kg,TOR1A,18,0.49974193546668,0.034708044150048,1,0.86939810923426
M_mg.kg.min,SNED1,25,0.426153846153846,0.0347356924990643,1,0.988378186379285
mri_VL,CD226,25,0.426153846153846,0.0347356924990643,1,0.935148547830613
M_mg.kg.min,DECR1,23,0.444664031620553,0.0347409369285372,1,0.988378186379285
mri_VL,APLP2,23,0.444664031620553,0.0347409369285372,1,0.935148547830613
ChestPress,FLNC,16,0.52985938521351,0.0347699108826901,1,0.903550016639837
PullDown,SCARF1,17,-0.514063454709279,0.0347725569282854,1,0.998157011554019
M_mg.kg.min,PYGB,26,-0.417435897435897,0.03486985079401,1,0.988378186379285
mri_SAT,ATP5PB,26,-0.417435897435897,0.03486985079401,1,0.679441371121072
mri_SAT,STIM1,26,-0.417435897435897,0.03486985079401,1,0.679441371121072
mri_VL,PHB1,24,-0.434782608695652,0.0348879625655969,1,0.935148547830613
mrs_Hep,GALK1,14,0.573626373626374,0.0349734691638317,1,1
mrs_Hep,REPS2,14,-0.573626373626374,0.0349734691638318,1,1
M_mg.kg.min,CLINT1,25,-0.425384615384615,0.0350910111033193,1,0.988378186379285
mri_SAT,UXS1,21,0.464935064935065,0.0351303515875622,1,0.679441371121072
VO2max.kg,POSTN,26,0.414713582018533,0.0351563417391059,1,0.86939810923426
mrs_Musc,PTPN6,16,-0.528817840554569,0.0351947334347295,1,0.995917543552641
LegPress,F13B,26,0.414482017347476,0.0352688426622215,1,0.996392398835066
mri_IP,PI16,26,-0.414429823119748,0.0352942397956699,1,0.999906809281029
mri_IP,WDR44,26,-0.414087884321795,0.0354609847396987,1,0.999906809281029
Weight,MYL6,26,-0.41388751813552,0.0355589841744302,1,0.999276979001456
Weight,HNRNPH1,23,-0.44004956478329,0.0356150695124422,1,0.999276979001456
VO2max.kg,ADGRL4,20,0.471783429266871,0.0357189048462178,1,0.86939810923426
mri_VL,RAP1A,25,-0.423846153846154,0.0358104511897587,1,0.935148547830613
PullDown,TAPBP,24,0.430026180543229,0.0359584019475021,1,0.998157011554019
BMI,F13B,26,0.412955266361961,0.0360177956747094,1,1
VO2max.kg,CLINT1,25,-0.421174401041989,0.0360179277410933,1,0.86939810923426
mri_TAT,CHMP4A,24,0.432173913043478,0.0360881549640204,1,0.882204278291872
PullDown,PLCB2,22,0.448944325391644,0.0360933507229136,1,0.998157011554019
VO2max.kg,ARFGEF1,24,0.42959764279772,0.0361640751808266,1,0.86939810923426
BMI,SLC44A1,26,-0.4126125648961,0.0361876394974889,1,1
Weight,INHBE,26,0.412519294935072,0.0362339747290715,1,0.999276979001456
VO2max.kg,CDC37,23,0.438457789603668,0.0363655725431504,1,0.86939810923426
mrs_Musc,TAOK1,18,0.495857323186477,0.0363710605074023,1,0.995917543552641
VO2max.kg,IGHV4-28,24,0.429162386827307,0.0363739255634699,1,0.86939810923426
Weight,SCYL2,26,-0.41217723913496,0.0364043083070586,1,0.999276979001456
BMI,TDRP,25,0.420364046210309,0.0364143886026952,1,1
M_mg.kg.min,EPHX2,20,-0.473684210526316,0.0364321641732088,1,0.988378186379285
mri_IP,MSN,26,0.412036251534073,0.0364747014069305,1,0.999906809281029
LegPress,ATP11B,16,0.525636952504538,0.0365164808801819,1,0.996392398835066
mri_TAT,GTPBP2,23,0.440711462450593,0.0365334760177178,1,0.882204278291872
LegPress,TRIP10,25,-0.420080351231473,0.0365540011237837,1,0.996392398835066
mri_TAT,AK3,19,-0.485964912280702,0.0365955478177239,1,0.882204278291872
mri_IP,EIF4G3,21,-0.457940914051706,0.0368363823363172,1,0.999906809281029
mri_SAT,HBA1,26,0.413333333333333,0.0368380676163847,1,0.679441371121072
M_mg.kg.min,HNRNPK,25,-0.421538461538462,0.0369118748472795,1,0.988378186379285
VO2max.kg,ITPR1,26,-0.4109496798715,0.0370208582047412,1,0.86939810923426
VO2max.kg,KPNB1,26,0.4109496798715,0.0370208582047412,1,0.86939810923426
Weight,F9,26,0.410809015934512,0.0370920354620047,1,0.999276979001456
M_mg.kg.min,ENO2,20,-0.47218045112782,0.0370928820348459,1,0.988378186379285
mri_SAT,ANK1,26,0.412649572649573,0.0371746598884908,1,0.679441371121072
BMI,SQSTM1,20,-0.468374025137777,0.0372629302177291,1,1
mrs_Musc,CLIP1,18,0.493769502878323,0.0372897897191214,1,0.995917543552641
mri_TAT,APCS,26,0.410326557544305,0.0373369922087637,1,0.882204278291872
M_mg.kg.min,RABGAP1,19,-0.48421052631579,0.0373544335432853,1,0.988378186379285
Weight,TCP1,26,-0.410124904334288,0.0374397576989326,1,0.999276979001456
mri_SAT,APOE,26,0.411965811965812,0.0375137309159396,1,0.679441371121072
mri_SAT,HEG1,26,0.411965811965812,0.0375137309159396,1,0.679441371121072
ChestPress,VAMP7,24,0.426743191771806,0.0375579315672513,1,0.903550016639837
Weight,LCP1,26,0.409782848534177,0.0376145892290424,1,0.999276979001456
mri_VL,LCP1,25,0.42,0.0376611998349789,1,0.935148547830613
BMI,BAX,23,0.435536411926852,0.037775387418684,1,1
mrs_Musc,IGKV4-1,19,-0.479422324068146,0.0377995019436273,1,0.995917543552641
mri_IP,TUBB6,26,-0.409300741150445,0.037862106510418,1,0.999906809281029
VO2max.kg,H4C1,24,0.426115595034415,0.0378700150610783,1,0.86939810923426
mrs_Musc,STXBP3,16,-0.522358445078939,0.0379176826876038,1,0.995917543552641
ChestPress,C4A,25,0.417271096133861,0.0379595756053435,1,0.903550016639837
mrs_Hep,FAH,18,0.496388028895769,0.0380073936456322,1,1
