Genes,est_ep,q_ep,est_se,q_se
PPIB,0.158739920593804,0.541148534780859,0.0119423076923084,0.959641077581258
PPM1A,-0.106214962010325,0.436620909382323,-0.0247576923076921,0.914320189782892
PPM1F,-0.237628945554958,0.295250661341945,0.0800807692307689,0.700018271247964
PPP1R12A,-0.0640684672457145,0.502331864458969,0.165334615384616,0.0523053379899148
PPP1R2,0.202893131549469,0.324515200959946,0.0721346153846156,0.645436733647517
PPP1R9B,-0.0522331735423777,0.692614847197092,0.180746153846154,0.216434440251068
PRDX1,0.021213369966521,0.877750476105821,-0.277703846153846,0.043261730162225
PRDX2,0.129189873698169,0.682873545267904,0.0211999999999994,0.937303105471315
PRDX3,0.10164085380726,0.609806642177911,-0.174311538461538,0.561761151781028
PRDX5,-0.206613190609157,0.304169806257802,-0.00304999999999962,0.992949888195479
PRDX6,-0.162513206210596,0.307036577914603,-0.0362153846153846,0.915071781787572
PRG2,0.306747322938897,0.0478111822009687,0.0562038461538468,0.593252618161727
PRKAB1,-0.127369183870562,0.404410561701322,-0.027946153846154,0.917484846580743
PRKAR1A,-0.0176391583155372,0.936982911855499,-0.13175,0.224939114602158
PRKAR2A,-0.0717020172302065,0.710875370380982,-0.0190538461538466,0.937780518880183
PRKCQ,-0.0395105527773826,0.730966744860379,0.0621461538461546,0.792403694365661
PRKG1,0.0294358276236444,0.768617451162407,-0.269719230769231,0.031303944143217
PROC,0.0374620837829352,0.824763353493102,-0.110584615384615,0.116511094473281
PROS1,0.167290242922537,0.11752841912916,-0.0583076923076925,0.515224361887288
PSAP,0.229760065459594,0.182697582775027,0.0021346153846156,0.994957609689802
PSMA1,0.11131069338251,0.394400559464919,-0.0250576923076922,0.975414679824921
PSMC3,-0.0893921487933598,0.550626613621204,0.244523076923077,0.497456412225683
PSMD1,-0.143928861983838,0.215780347230935,0.167861538461539,0.727230130669694
PSMD5,-0.0578439560877452,0.62374920137828,-0.00607692307692305,0.989028106474418
PSME1,-0.0731639657434363,0.550626613621204,-0.00163846153846168,0.994957609689802
PSME2,-0.0627998050698652,0.685460498596016,-0.000184615384614954,0.999616497242442
PSTPIP2,-0.0429018476900435,0.827694025035125,-0.0870692307692301,0.688558022026105
PTGDS,0.240048816282558,0.460728737837485,0.0659384615384618,0.396346697556321
PTPN6,-0.00678131917935142,0.947833559402364,0.106723076923076,0.645436733647517
PTPRC,0.230385169218881,0.189451950024051,0.109007692307692,0.456350472796732
PTPRZ1,0.464776999988896,0.0566850647272756,0.0523846153846152,0.641157948417073
PTX3,0.474060538455654,0.0055883506230472,0.01185,0.9877287018047
QSOX1,0.444356019494006,0.0290830989952551,-0.0255115384615384,0.838363122951812
RAB10,-0.19570721725244,0.436619042580319,-0.233057692307692,0.379427086189399
RAB11FIP3,-0.163514438316322,0.450568538911835,-0.203365384615385,0.387032046851224
RAB27B,-0.36702769211476,0.0430035503105484,-0.421738461538463,1.07740922915979e-05
RAB2B,-0.199112479804346,0.373505546658722,-0.0776153846153844,0.778785177483585
RAB37,-0.117801716631864,0.40430799721595,-0.626461538461538,0.0526403183070162
RAB3GAP1,-0.205911270273638,0.0570989993283153,0.263823076923077,0.148078438482271
RAB6A,-0.168523600815998,0.512190745086057,-0.14536923076923,0.300874427034456
RAB6B,-2.66125828702346e-05,0.999969600101054,-0.0971846153846154,0.523899392398122
RABEP1,-0.0843644506543294,0.51343474645371,-0.0342961538461534,0.830843357892674
RAP1A,-0.208651933588875,0.233993486901596,-0.00940000000000054,0.9877287018047
RASA1,-0.171137425854422,0.28043319950308,0.121926923076923,0.7417216595323
RILPL2,-0.0676249517637972,0.795816001796755,-0.0731653846153846,0.707819985599655
RNASE4,0.129916250112986,0.444180824716251,-0.00723461538461525,0.956403952230471
RP2,0.058314168735971,0.854729706152697,0.0349692307692314,0.915071781787572
RRAS,0.203358881689883,0.285556714495499,-0.321553846153845,0.612209465514044
RUVBL1,-0.0710450758618395,0.685180609854533,0.0107192307692314,0.983927897790284
RWDD1,-0.00059334484068099,0.99794876737765,0.0625346153846153,0.628635226964068
SAA4,0.442006695286363,0.0811061524262453,-0.170361538461538,0.681155527398431
SARG,-0.131632425638526,0.377670597984496,-0.163973076923077,0.334602966720501
SCAMP3,-0.028189318602856,0.874302185419725,-0.192115384615385,0.0399314253559781
SCARF1,-0.0715521374045974,0.733599385355065,-0.0444923076923073,0.577811880544299
SCRN1,0.0249720665072653,0.93885881020199,0.0838576923076921,0.804608273510465
SDHB,-0.289767775917186,0.171279751116257,0.0456692307692309,0.804608273510465
SEC31A,-0.0360455283919762,0.822685950169423,0.0913461538461539,0.668244263488599
SELENOP,0.031174930896142,0.881697382368258,-0.0130269230769234,0.933445205148363
SELL,0.740508479497052,0.00978296421251141,0.0630769230769233,0.671092325801322
SELP,0.0429017782294696,0.856359831417698,0.011653846153846,0.933445205148363
SEPTIN7,-0.128238405640143,0.238793084810801,0.00176153846153846,0.999616497242442
SERPINA1,0.243542785408612,0.164117665441389,0.038934615384615,0.661673141377353
SERPINA3,0.335152077174176,0.177702080306447,-0.0093499999999999,0.962369885479928
SERPINA4,0.345358548634258,0.177702080306447,-0.0355692307692309,0.639696734650839
SERPINA5,0.564844065313143,0.0160685360952871,-0.0213807692307692,0.845236563923307
SERPINA6,0.408820772555378,0.418866512214061,0.0195538461538462,0.923779226307047
SERPINA7,0.25464013108992,0.516061997405025,0.0654307692307691,0.688558022026105
SERPINB1,-0.111369044424856,0.102459669607926,0.225680769230768,0.132836119380471
SERPINB6,-0.139143767459749,0.147159731738652,0.00991538461538446,0.92847777407564
SERPINB9,0.0100199397352489,0.952964814333771,-0.0893923076923072,0.286960454134613
SERPINC1,0.436985562662311,0.17793550742644,-0.00631538461538465,0.952540739553058
SERPIND1,-0.0294783929694347,0.889087442777353,-0.026603846153846,0.788919537266469
SERPINE1,0.217747953998449,0.267396180911497,-0.0197692307692312,0.818538268294008
SERPINE2,0.100024689292683,0.436753675233519,-0.0592846153846158,0.424912138664207
SERPINF1,0.248462636848511,0.373505546658722,0.0218192307692308,0.840368530626494
SERPINF2,0.394715576664387,0.102399617094261,0.124388461538461,0.0104324808682806
SERPING1,0.0378025534278156,0.706880040593198,-0.0246769230769231,0.764701193872711
SERPINH1,0.142763745363435,0.347764596432676,0.227884615384616,0.665778811773042
SHBG,0.484857056789378,0.0814961835033698,0.0993076923076918,0.15478989574396
SKAP2,-0.0889093119696316,0.528515320427746,-0.507530769230769,3.43050009225443e-05
SLA2,-0.0129698814329057,0.952964814333771,-0.218588461538461,0.636006225137542
SLC27A4,-0.166678069185269,0.338022913297104,-0.187042307692308,0.668244263488599
SLC4A1,0.263559210134091,0.390146031793069,-0.0363038461538467,0.826411285432467
SLK,-0.153172297325281,0.0375059366322565,-0.0359769230769231,0.946248364487087
SLMAP,0.102964781462402,0.51343474645371,0.0811076923076923,0.645436733647517
SMTN,-0.0806582554530805,0.665081518457681,-0.317146153846154,0.00576901773299725
SNAP23,-0.261776946415857,0.445208083304202,-0.469265384615384,0.00230306934334236
SNAP29,0.00142044416719518,0.992585598080525,-0.200592307692306,0.0199125168111748
SNCA,-0.11898250176434,0.489384618337425,0.00690384615384591,0.994957609689802
SNED1,0.354285352730627,0.0648489539151875,-0.0296538461538458,0.933445205148363
SNX2,-0.00605771757888353,0.96619912095508,-0.00621923076922946,0.994957609689802
SNX9,-0.135057082662618,0.318360064505489,-0.101334615384615,0.28557054945595
SOD2,-0.157772153965843,0.189451950024051,0.120273076923077,0.244202902994599
SOD3,0.494528351672218,0.0870356136473496,-0.029623076923077,0.732316748459156
SPARC,-0.159177914110713,0.443803361736281,0.00494230769230888,0.994957609689802
SPARCL1,0.283802125955929,0.0840812638087479,0.0139884615384616,0.917242207641012
SPP1,0.317380053699291,0.164117665441389,0.0935423076923076,0.465667866288212
SPTLC1,-0.0875473881137353,0.62374920137828,-0.0202038461538461,0.871401336860345
SRC,-0.0282584448184974,0.848806469904277,-0.512746153846154,1.48883988271909e-08
SSBP1,0.112773252663354,0.261624734234209,0.0586115384615386,0.896118739419986
SSC5D,0.288680552622219,0.373458964616074,-0.155326923076923,0.000866288358005719
ST13,0.146622555339463,0.39608240424463,0.047503846153846,0.883108501783176
STAT5B,-0.0755375254839094,0.704261633323672,0.249984615384616,0.274066381999273
STIP1,0.0040565409559701,0.970047734933474,0.0591884615384615,0.771735583627476
STK24,-0.0932803741686165,0.475968024982543,-0.181280769230768,0.646891808696096
STK4,-0.146798098563299,0.269577456499608,-0.14641923076923,0.086563397892301
STOML2,-0.37764477905726,0.072010906008158,-0.0504115384615381,0.864591190840337
STX7,0.0869704599887082,0.629642132752917,-0.201196153846152,0.0897688500129259
STXBP3,0.0628112375198259,0.779009222044366,0.181003846153846,0.523899392398122
SULT1A1,0.00603952494930281,0.980921940125189,-0.0679000000000011,0.655830321130839
SUSD1,-0.0806659864506346,0.684185722131679,-0.274157692307692,0.00381450261160511
SUSD5,0.351348712688818,0.0779412114351878,-0.00280769230769181,0.9877287018047
SYAP1,-0.112302302842757,0.437274662114335,-0.0877384615384615,0.628635226964068
SYTL4,-0.294273028900011,0.0529866525301088,0.0289576923076923,0.957716783913365
TAB2,-0.0118382671275444,0.936339608432784,0.167353846153846,0.124334288183699
TAP1,0.315773518817996,0.0736049802081447,-0.100903846153844,0.81133154213335
TBCB,-0.101363917890611,0.629642132752917,0.0498846153846149,0.840368530626494
TF,0.124257210964893,0.762208390545361,-0.0421153846153846,0.74051179543019
TFPI,0.226124959127969,0.45255221727652,0.0502846153846156,0.34244849098562
TFRC,0.249693819987506,0.331684004161402,0.0469653846153854,0.655830321130839
TG,0.177630524622925,0.339344447359411,0.021273076923077,0.928260886480123
TGFB1,-0.220048741137333,0.0131670339361277,0.0473461538461548,0.430541998068023
TGFBI,0.265972126653821,0.140434172716405,0.00879615384615372,0.9344054969502
THBS4,0.165945929884844,0.268972230766459,-0.113261538461539,0.633729284209029
THSD1,0.698845780252937,0.0055883506230472,0.129030769230769,0.639696734650839
TMED10,-0.102494384147057,0.653958001841456,0.104430769230769,0.735515937315996
TMED4,0.162154889721504,0.592130081649831,0.0109730769230772,0.98674925380413
TMED8,-0.217902350826933,0.164117665441389,0.0592730769230769,0.778785177483585
TNC,0.482477222237641,0.00554715131857844,0.0125115384615387,0.953400138581404
TNXB,0.37351407369792,0.0149853351658743,0.0779769230769232,0.256307857650653
TOM1L2,-0.0251328398123593,0.903671944488384,0.288519230769232,0.748212934232845
TPM3,0.0245710918969041,0.937952575049008,-0.144746153846154,0.60139520532497
TPP1,0.0221258030408322,0.916221347452713,0.0113846153846159,0.902229179533949
TREML1,-0.243483277792026,0.599640741421988,-0.307026923076926,4.07389581983509e-05
TRIM25,-0.0574491452606046,0.664341656827006,0.266265384615385,0.00619483105711421
TRIM58,0.0301884785872129,0.80469620547439,0.125926923076923,0.642144019024094
TSNAX,-0.132233645388798,0.549617584612199,-0.0772730769230765,0.762003527032385
TST,-0.178687517371507,0.31058566309314,0.0166769230769231,0.956250097577454
TTR,-0.0458822913177148,0.616269542223512,-0.0740307692307691,0.268387597272774
TWF2,0.00534622994978651,0.963912094430545,-0.0295576923076924,0.909420132232988
TXN,0.225165465516225,0.268972230766459,0.0224653846153846,0.912094572131848
TXNDC15,0.286835987852432,0.120827833528186,0.00380384615384586,0.986167097431089
TXNDC5,0.122011685723183,0.45255221727652,0.0448846153846153,0.723088109865017
TXNL1,-0.0764888235976092,0.718964275470607,-0.563573076923077,0.0182583857717649
TXNRD1,0.028028278852956,0.85609877329568,-0.0344230769230768,0.876629149972469
TYMP,0.179996492652563,0.445208083304202,-0.0789115384615384,0.707819985599655
USO1,0.0180375435693385,0.941251836792649,0.150688461538461,0.480883118604605
USP47,-0.0180103299818539,0.903671944488384,-0.291373076923077,0.286960454134613
UXS1,-0.249300435990078,0.0688707459128668,-0.0718692307692297,0.698193759753745
VAMP8,-0.0182322736821004,0.963912094430545,-0.1958,0.0973161891725031
VASN,0.532288715237607,0.0408605071825396,0.0208384615384615,0.838363122951812
VASP,-0.131143618257752,0.384046227281152,0.120638461538462,0.251262593385862
VCAM1,0.389623951590364,0.0421430138887654,0.0437500000000001,0.36183363367751
VCAN,0.185773420158008,0.665081518457681,0.0604076923076923,0.306474426715817
VIM,0.156130630680553,0.552369353990151,-0.0393384615384616,0.893168951071185
VPS37A,-0.0693384042534592,0.806742243581508,-0.0340961538461539,0.938769854969572
VSIG4,0.584146500935427,0.159082449730356,0.000507692307692305,0.999616497242442
VSIR,0.0265787063527382,0.916221347452713,-0.0715846153846156,0.194077439898165
VWA5A,0.0625669998167665,0.76225981992015,0.143553846153846,0.722218507723592
VWF,-0.21638127778472,0.526058404504897,-0.269326923076923,0.0759862880657713
WAS,-0.267097907345342,0.0688707459128668,-0.434496153846154,0.235988903528653
WASF1,-0.172177623973414,0.310631394510385,-0.0409423076923075,0.840368530626494
YWHAQ,-0.108436206424605,0.710875370380982,0.00266923076923077,0.988657782816921
