Protein.Group,Genes,Estimate,SE,p,n_ID,q
P45954,ACADSB,0.243264470901235,0.115139844044878,0.0346201145359683,26,0.153260965495906
P42356,PI4KA,0.204959839438737,0.0971213692673399,0.0348284344516325,25,0.153742660650778
Q9Y608,LRRFIP2,-0.201762282366501,0.0958079556858146,0.035212759935137,26,0.154996336466629
Q05397,PTK2,-0.139326523370968,0.0662786385111684,0.0355416134283043,26,0.155999411212302
Q9UKG1,APPL1,0.159219909499638,0.0758395058822233,0.0357788084439595,25,0.156043193943081
Q86WI1,PKHD1L1,0.174162031772669,0.0829950267333535,0.0358642236247545,26,0.156043193943081
P21796,VDAC1,-0.291887711222513,0.139098326420118,0.0358674248657536,26,0.156043193943081
P28062,PSMB8,0.408897800332851,0.194951881132882,0.0359555838470788,26,0.156043193943081
P48643,CCT5,-0.207705305913113,0.0992654674710475,0.0364007303261711,26,0.157228748003735
P04908;P0C0S8;P20671;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,H2AC11;H2AC12;H2AC14;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ,0.817390278303432,0.390744875128043,0.0364495060332946,26,0.157228748003735
O15084,ANKRD28,-0.188518614889664,0.0901874915063854,0.0365911565226075,26,0.157228748003735
P00742,F10,0.279721081508719,0.133897312044013,0.0367012719497824,26,0.157228748003735
Q5VYK3,ECPAS,-0.176241367082906,0.084379777211964,0.0367375909575069,26,0.157228748003735
P11216,PYGB,0.115087200499191,0.0551608159373725,0.0369429396901663,26,0.157670833760516
P15170,GSPT1,-0.141182572286911,0.0678134878504815,0.0373493523789172,26,0.158966251860681
Q9Y279,VSIG4,0.584146500935427,0.280772058058376,0.0374796192244981,24,0.159082449730356
Q9H8W4,PLEKHF2,0.218764696048158,0.105466173419128,0.0380547910807265,26,0.161081238958144
Q9NX76,CMTM6,-0.290460544480834,0.140398570012464,0.0385621953729341,25,0.161922862636038
Q7L591,DOK3,-0.167095821530757,0.0807695004664837,0.0385649991151931,26,0.161922862636038
Q8N0U8,VKORC1L1,-0.345907365647172,0.167221123534017,0.0385871485655257,24,0.161922862636038
Q13188,STK3,-0.164356269278376,0.079489361487912,0.0386728390373449,26,0.161922862636038
Q9Y6R7,FCGBP,0.470535862469716,0.227755846060756,0.0388316783906806,26,0.162148494901626
Q15149,PLEC,-0.15461605098957,0.0750102032734365,0.0392775818808861,24,0.162911677452731
P15814,IGLL1,0.29972393785294,0.14547145012236,0.0393638877687145,26,0.162911677452731
Q6UX71,PLXDC2,0.263211356515186,0.127771100666228,0.0393963791941216,26,0.162911677452731
P42025,ACTR1B,-0.12611169177436,0.0612598086445529,0.039529051989706,26,0.162911677452731
Q7KZF4,SND1,0.15676547010916,0.0761550057796612,0.0395416692846435,26,0.162911677452731
Q9HCU0,CD248,0.582406392232213,0.283216149117896,0.0397437371807841,26,0.163308707298701
Q9H8H3,TMT1A,-0.171784109360543,0.0836315616493295,0.0399700424462551,26,0.163802959096722
P48449,LSS,-0.191689010019231,0.0933884326556857,0.0401114778286346,26,0.163947706997991
Q16643,DBN1,-0.262707798106431,0.128172000736281,0.0403985542057686,26,0.164110608581169
P00736,C1R,0.324885136232415,0.158588796764606,0.0405011661703266,26,0.164110608581169
P67936,TPM4,-0.230800016865929,0.112716053229595,0.0405969245055128,26,0.164110608581169
Q15166,PON3,0.314062280440159,0.153404469201657,0.0406303581898612,26,0.164110608581169
Q9NP58,ABCB6,-0.162929968693015,0.0796041555422371,0.0406824356547494,25,0.164110608581169
P13807,GYS1,-0.237373417882512,0.116098961084209,0.0408964494856163,25,0.164117665441389
Q9Y3C5,RNF11,0.394918946907634,0.193374227623224,0.0411265183088475,26,0.164117665441389
P10451,SPP1,0.317380053699291,0.155437609147325,0.0411665586639316,26,0.164117665441389
Q14204,DYNC1H1,-0.137438443425131,0.0673352078246287,0.0412400755998059,26,0.164117665441389
P01009,SERPINA1,0.243542785408612,0.119320919622207,0.0412435066518238,26,0.164117665441389
Q9H6X2,ANTXR1,0.301411499487254,0.147788342407527,0.0414020569798572,26,0.164117665441389
O60488,ACSL4,-0.281001673859877,0.137876459697834,0.0415430796252765,25,0.164117665441389
P02649,APOE,0.15602364166687,0.0765846619648038,0.0416229827768438,26,0.164117665441389
Q9NQW7,XPNPEP1,-0.221661123881944,0.108881348469773,0.0417700045100911,26,0.164117665441389
Q9NSE4,IARS2,-0.156620770273475,0.0770142735665764,0.0419859890732619,24,0.164117665441389
Q4AE62,GTDC1,-0.269058652835417,0.132356194996746,0.0420689306833372,25,0.164117665441389
Q92905,COPS5,-0.183783334203122,0.0904222286876096,0.0421028910966437,26,0.164117665441389
O00299,CLIC1,-0.180057182649743,0.0886637127343309,0.0422765291283377,26,0.164117665441389
Q8IY33,MICALL2,0.334421577289477,0.164760554634482,0.0423826727686559,25,0.164117665441389
Q03591,CFHR1,0.637982653586732,0.314459159491678,0.042476101998058,26,0.164117665441389
O60704,TPST2,-0.234070773556675,0.11538541028651,0.042499110193788,25,0.164117665441389
Q86YL5,TDRP,-0.171623128576536,0.0846658824999702,0.0426559088340382,26,0.164117665441389
Q6PL24,TMED8,-0.217902350826933,0.107500688290788,0.0426638818670284,26,0.164117665441389
Q5JSL3,DOCK11,-0.197246746105479,0.0973284876355778,0.0427024605226138,25,0.164117665441389
Q9UFN0,NIPSNAP3A,-0.111648275775058,0.0551215610570167,0.0428168787352268,26,0.16414907604448
P09603,CSF1,0.252764073191767,0.124966620642391,0.043108966284625,26,0.164859784430063
P28074,PSMB5,0.333643417966339,0.165509255819515,0.0438146618872237,26,0.167144821273483
P01700,IGLV1-47,0.58763614629784,0.292267419411666,0.0443665403227739,24,0.16883326305095
P08514,ITGA2B,-0.290079407790009,0.144522155590023,0.0447323950240518,26,0.169807248924226
P0DP08;A0A0C4DH41;P01825;P0DP06;P01824;P06331,IGHV4-30-4;IGHV4-34;IGHV4-38-2;IGHV4-39;IGHV4-59;IGHV4-61,0.474704458332436,0.23681282349103,0.0450105832446407,26,0.170001775730506
P55212,CASP6,0.243462931262243,0.121456394181727,0.0450133646861656,25,0.170001775730506
P07942,LAMB1,0.284710183023507,0.142099851226133,0.0451137398378688,26,0.170001775730506
Q8NBM8,PCYOX1L,-0.205889938358715,0.102886548870775,0.0453777760089946,26,0.170517299791322
P09622,DLD,-0.176215557252131,0.0881465522312811,0.0455953449573783,26,0.170517299791322
Q12797,ASPH,0.216316684577738,0.10821014070058,0.0456037412596772,26,0.170517299791322
Q92954,PRG4,0.289599414804574,0.144928158600212,0.0456920143130145,26,0.170517299791322
P21912,SDHB,-0.289767775917186,0.145274566164689,0.0460841747256125,26,0.171279751116257
P43304,GPD2,-0.213026910626024,0.106850969108155,0.0461867595448154,26,0.171279751116257
Q16706,MAN2A1,0.254250500941789,0.127552725350476,0.0462289036993393,25,0.171279751116257
P38646,HSPA9,-0.174196526062304,0.087492776422927,0.0464828874501677,26,0.171808758637581
P08571,CD14,0.281184484819125,0.141412492239294,0.0467675584774573,26,0.172448395817832
P07357,C8A,0.375726852635674,0.190153134029074,0.0481641531377666,26,0.177175277613927
Q9Y3I0,RTCB,-0.160134157393551,0.0811214473443318,0.0483811537673321,26,0.177550789953749
P09172,DBH,0.399570811885442,0.20258007066642,0.0485629030065138,24,0.177702080306447
P01011,SERPINA3,0.335152077174176,0.169990980505432,0.0486567254577491,26,0.177702080306447
Q9H270,VPS11,-0.198663774639734,0.100851454298186,0.0488538166569296,25,0.177702080306447
P29622,SERPINA4,0.345358548634258,0.175343127435217,0.0488824492752361,26,0.177702080306447
P01008,SERPINC1,0.436985562662311,0.22208606481841,0.049109402321704,26,0.17793550742644
P00751,CFB,0.512001009132966,0.260288246630951,0.0491769978453658,26,0.17793550742644
A0A0C4DH24,IGKV6-21,0.509726400227761,0.259726827760491,0.049698702823149,26,0.179403027714405
Q9UI09,NDUFA12,-0.226118454475258,0.115345902501772,0.0499547797136847,25,0.179907073794039
Q9Y3E5,PTRH2,-0.183360145727986,0.0936864693460243,0.0503277374336466,25,0.180749285045741
P23470,PTPRG,0.238263250799532,0.12178898626907,0.0504226160871937,26,0.180749285045741
P14625,HSP90B1,0.102957987659957,0.0527046274373938,0.0507615049060093,26,0.181302406376043
P14314,PRKCSH,0.161373433438583,0.0826256359619179,0.050811612919629,26,0.181302406376043
Q9H4G4,GLIPR2,0.467756820593424,0.23965096943838,0.0509589517910121,26,0.181409171698419
P07602,PSAP,0.229760065459594,0.117958870834774,0.0514391252473377,26,0.182697582775027
P11597,CETP,0.27898702485635,0.143605779243162,0.0520489836654701,26,0.184417757425247
Q9UI12,ATP6V1H,-0.160599337872704,0.0827067276365556,0.0521621747539371,25,0.184417757425247
P06702,S100A9,0.465600633723884,0.239969699155671,0.0523496057578408,26,0.184551168417875
Q14393,GAS6,0.318462740565323,0.16419720629282,0.0524388109614544,26,0.184551168417875
P05160,F13B,0.2368005350267,0.12227576291137,0.0527929648010853,26,0.184625285158404
Q9Y4L1,HYOU1,0.142231650620992,0.0734463672642896,0.0528018940197008,26,0.184625285158404
P10606,COX5B,-0.241355579892385,0.124644931860937,0.0528254713203396,26,0.184625285158404
O94929,ABLIM3,-0.14638224123815,0.0756330298518155,0.0529378649353871,26,0.184625285158404
Q9NR12,PDLIM7,-0.139960271631058,0.0723934244798051,0.0531957415922307,26,0.184777733672076
P19827,ITIH1,0.13277555778573,0.0687154911232756,0.0533285666367792,26,0.184777733672076
O00116,AGPS,-0.183710467923213,0.0950806021859285,0.0533403684257256,26,0.184777733672076
A0A0B4J1V2,IGHV2-26,0.624237904089325,0.323554242243258,0.0536918257505116,26,0.185320413862917
P51452,DUSP3,0.179039310751549,0.0928549226766565,0.0538350095004668,25,0.185320413862917
P06681,C2,0.449494433905147,0.233205715143349,0.0539224639116097,26,0.185320413862917
O00461,GOLIM4,0.196736487564171,0.102207893321156,0.0542461381814757,26,0.185320413862917
O95197,RTN3,-0.289676513641009,0.150492889004076,0.0542478969605294,26,0.185320413862917
Q6Q788,APOA5,0.31382624032647,0.163135760956106,0.0543906781744242,26,0.185320413862917
P05106,ITGB3,-0.328962690338359,0.171103781628426,0.054531361933875,26,0.185320413862917
O75882,ATRN,0.424146897870854,0.220650364766552,0.0545733196522419,26,0.185320413862917
P62820,RAB1A,-0.256130602942504,0.13324645119496,0.0545765620114093,26,0.185320413862917
P01860,IGHG3,0.760711447597369,0.397095876802753,0.0554049357350239,24,0.187720670418009
P04040,CAT,0.157143713514185,0.0821981706964985,0.0559061435289934,26,0.188974803292354
Q15063,POSTN,0.333506406477184,0.174530067053653,0.0560197151507431,26,0.188974803292354
P18084,ITGB5,-0.163284752781527,0.0855185957781031,0.0562172246786792,26,0.189227913134116
Q3YEC7,RABL6,-0.275255099442055,0.144418180727318,0.0566555539150991,26,0.189451950024051
P17936,IGFBP3,0.440237927147282,0.231084537627363,0.0567677626514965,25,0.189451950024051
P04179,SOD2,-0.157772153965843,0.0828226006445699,0.056787762447319,26,0.189451950024051
P08575,PTPRC,0.230385169218881,0.120995305051884,0.0568993045615716,26,0.189451950024051
Q9UDY2,TJP2,-0.19817105252268,0.104080845644808,0.0569087797123277,26,0.189451950024051
P58546,MTPN,-0.262005930482041,0.137668808836576,0.0570195189392775,25,0.189451950024051
Q9ULH1,ASAP1,-0.119912986428963,0.0630626706620187,0.0572379673565812,26,0.189769655720854
A0A0C4DH31,IGHV1-18,0.481058296751756,0.254207388206419,0.0584396777547135,26,0.193131977187751
P04406,GAPDH,-0.195129839138954,0.103138718940589,0.0585021134782315,26,0.193131977187751
P06756,ITGAV,0.182894931232255,0.097150210883786,0.0597546742558439,26,0.196846421589081
Q9ULQ0,STRIP2,-0.249094469303205,0.132434239580213,0.0599866450294458,25,0.197163041207357
P10124,SRGN,-0.283545349003062,0.150820779526279,0.0601060145039904,26,0.197163041207357
P01133,EGF,-0.133345683867892,0.0710503867179319,0.0605487562273293,26,0.198194551633949
Q6ZRP7,QSOX2,0.339997176840757,0.181356346137847,0.0608276051970649,23,0.198557689037756
P16150,SPN,0.356675163665327,0.190571500410143,0.0612608420626899,25,0.198557689037756
Q6PJW8,CNST,-0.206543097474308,0.110368199536671,0.0612895975978639,26,0.198557689037756
P00387,CYB5R3,-0.257049425000165,0.137366645374463,0.0613083296436196,26,0.198557689037756
O75787,ATP6AP2,0.229531786115372,0.122674386967118,0.0613360333933837,26,0.198557689037756
P20810,CAST,-0.213143859557265,0.114005035338678,0.0615393298370169,26,0.198557689037756
Q9H0E2,TOLLIP,0.13768669439914,0.0736506483947699,0.0615593094168836,26,0.198557689037756
P13671,C6,0.415629196868891,0.222748658369165,0.0620538026584394,26,0.199735677306852
P50148,GNAQ,-0.211648941840641,0.113518011156234,0.0622581834731275,26,0.199976909492686
Q6YHK3,CD109,0.180707033885041,0.097219001313375,0.0630608101070362,26,0.202134754388736
Q13200,PSMD2,-0.143900734802394,0.0776123248459897,0.0637253646713702,26,0.203434047078793
Q5T4S7,UBR4,-0.138241794532057,0.074574212005325,0.0637752245453976,26,0.203434047078793
P42704,LRPPRC,-0.185614988358918,0.100161997704103,0.0638611733548313,26,0.203434047078793
Q14012,CAMK1,-0.134102075720186,0.0726190066103504,0.0647975088451809,26,0.205992080588075
Q99832,CCT7,0.180407910328351,0.097949737088802,0.0654983083527798,26,0.207792374548347
Q6PGP7,SKIC3,-0.168512517613843,0.0916582428738141,0.0659906281099,25,0.208925246782368
P04920,SLC4A2,-0.119993250593942,0.0653144676292602,0.0661860002823399,26,0.209115276965675
O75915,ARL6IP5,-0.388815449486153,0.212000731013389,0.0666497169388043,26,0.210150638102964
A0A0C4DH33,IGHV1-24,0.322761090243703,0.176223360601373,0.0670191737975985,26,0.210885180279612
O95292,VAPB,-0.214608258127874,0.117533208747639,0.0678597218916034,26,0.213096077891316
Q99460,PSMD1,-0.143928861983838,0.0791089428273209,0.0688541819966672,26,0.215780347230935
Q9BWP8,COLEC11,0.179611219562617,0.0990170409517213,0.0696865775132284,26,0.217946887161818
P01861,IGHG4,0.357219729952614,0.197402113501995,0.0703571596389902,26,0.219599619479272
Q13477,MADCAM1,0.371861290282946,0.205655717458472,0.0705794472875936,26,0.219714833508747
O15127,SCAMP2,-0.18282313790669,0.101144858700041,0.070678493368186,26,0.219714833508747
Q9Y6D6,ARFGEF1,0.128169337228422,0.0712661527909315,0.0721041151181683,26,0.223696501722028
P06396,GSN,-0.178966562430966,0.0997306095086613,0.0727334247288918,26,0.225196675763803
P19021,PAM,0.289393473150968,0.161611051419145,0.0733448640418446,26,0.226084585343282
O95445,APOM,0.283450561631933,0.158375384538006,0.0734959209648628,26,0.226084585343282
P62826,RAN,0.207783425787217,0.116129992595598,0.0735775615024036,25,0.226084585343282
Q32MZ4,LRRFIP1,-0.210368835923895,0.117586393019977,0.0736055316683954,25,0.226084585343282
P24043,LAMA2,0.26026976255881,0.145846913208993,0.0743358363771919,26,0.227874736513416
P53634,CTSC,0.19164352940621,0.107758672580357,0.0753297970141664,26,0.230315825572477
P02751,FN1,-0.246632817725136,0.138823048835791,0.0756343257108716,26,0.230315825572477
P19652,ORM2,0.311446108755634,0.175320128119585,0.0756600282021936,26,0.230315825572477
Q0ZGT2,NEXN,-0.183712643448183,0.10348318831395,0.0758500570764686,26,0.230315825572477
Q5T447,HECTD3,-0.131705286884538,0.0741991507095047,0.0758938942221319,26,0.230315825572477
Q12805,EFEMP1,0.285615389153729,0.161006395470566,0.0760733795822043,26,0.230315825572477
A0A075B6K5,IGLV3-9,0.288732490452136,0.162858185749813,0.0762440443422799,26,0.230315825572477
P53621,COPA,-0.083983996070053,0.0473928649071915,0.0763811101868533,26,0.230315825572477
Q7L576,CYFIP1,-0.18673651735041,0.105410166536695,0.076473798393968,26,0.230315825572477
P50570,DNM2,0.145178956559901,0.0820365159388112,0.0767792951254061,26,0.230786013557884
P48735,IDH2,-0.259302293019186,0.146622976891033,0.0769778552737606,26,0.230933565821282
P25789,PSMA4,0.221264611900652,0.125328081878394,0.0774826062090256,26,0.23199733835842
P62834,RAP1A,-0.208651933588875,0.118520861137784,0.0783288456045785,26,0.233993486901596
P15169,CPN1,0.126927888155923,0.0721511448791676,0.0785444995115025,26,0.233993486901596
P55103,INHBC,0.346774529885726,0.197160236264065,0.0786036373475265,25,0.233993486901596
P49747,COMP,0.255375155483966,0.145272791145916,0.0787643900369334,26,0.234021120398196
P11279,LAMP1,0.489765864493865,0.278916648209415,0.0790956141269641,24,0.234248951465763
O43488,AKR7A2,-0.142088586398903,0.0809311348706836,0.0791443059321217,26,0.234248951465763
P00740,F9,0.206072328690611,0.117756926391489,0.08012167308243,26,0.235612066315097
Q6P2E9,EDC4,0.113724491983116,0.0650069175952277,0.0802182065406712,25,0.235612066315097
P02746,C1QB,0.322410950132365,0.184349817524082,0.0803068489900094,26,0.235612066315097
A0A0C4DH72,IGKV1-6,0.28886498115076,0.165195345389277,0.0803555789237213,24,0.235612066315097
Q99685,MGLL,-0.150994124208769,0.0863534835573663,0.0803673520699391,26,0.235612066315097
Q15208,STK38,-0.155871056703506,0.0893044881071322,0.0809172073472167,26,0.236774782862594
P01024,C3,0.178535237349959,0.1025325640561,0.0816390654237418,26,0.238435455727186
P01717,IGLV3-25,0.2414423802619,0.138776447185982,0.0818952595743649,26,0.238466112211195
Q14118,DAG1,0.251848895751681,0.144787749509502,0.0819582560415174,25,0.238466112211195
P13073,COX4I1,0.138797568396637,0.0799927202876143,0.08271822519541,25,0.238793084810801
Q53GQ0,HSD17B12,-0.198694559754051,0.114548237438537,0.0828129373623819,26,0.238793084810801
Q92820,GGH,0.308745099265335,0.178005795016859,0.0828353337784871,26,0.238793084810801
P51148,RAB5C,-0.159260319906453,0.0918248991108158,0.0828486511019469,26,0.238793084810801
Q16181,SEPTIN7,-0.128238405640143,0.0739718343902523,0.0829870797461868,26,0.238793084810801
Q9Y4G6,TLN2,-0.429257486919037,0.247846674303499,0.0832828680027596,24,0.238793084810801
P35914,HMGCL,-0.134526891263098,0.0776795368758409,0.0833058092943728,26,0.238793084810801
P00738,HP,0.362035232357167,0.209050003232747,0.0833071020796259,26,0.238793084810801
Q9BRK5,SDF4,0.310117439478159,0.179283582743386,0.0836732940008164,26,0.239398591169002
P13804,ETFA,-0.116330895517991,0.0673111911184136,0.0839425358648314,26,0.239403215582256
Q9NRW7,VPS45,0.165045138371263,0.0955111824697082,0.0839848173757817,26,0.239403215582256
Q9NXR1,NDE1,0.215485308981086,0.125230903010437,0.0853045599625557,25,0.242717394368598
Q9NZN3,EHD3,-0.129778661371893,0.0754678331191435,0.0854951124152157,26,0.242812405664537
Q27J81,INF2,-0.163202798693763,0.0949691055390257,0.0857085424641427,26,0.242971923132295
P08238,HSP90AB1,-0.224306885387746,0.130638637014971,0.0859786885816816,26,0.24329134406355
P53396,ACLY,-0.163965953410135,0.095653411287834,0.0864979975775341,26,0.244313356960311
P62195,PSMC5,-0.0905017366669104,0.0530068263045316,0.0877551543088467,26,0.247313874479785
P24593,IGFBP5,0.273647737607558,0.160338671785299,0.0878804641355354,26,0.247313874479785
Q6VY07,PACS1,-0.100014898692379,0.0587372741278441,0.0886148469949064,26,0.248497558187942
Q13423,NNT,-0.198531144698428,0.116605369087863,0.0886448077755431,26,0.248497558187942
Q8WWA1,TMEM40,-0.287357063751901,0.168849873000911,0.0887835936050122,26,0.248497558187942
Q2M3D2,EXOC3L2,-0.103505551527516,0.0609455799308822,0.0894459760838946,26,0.249898793941442
P49411,TUFM,-0.131455512568838,0.0778120247835893,0.0911431015179748,26,0.253339196069789
Q9UI10,EIF2B4,-0.156816421356981,0.0928901427355759,0.0913743257080464,26,0.253339196069789
P20645,M6PR,-0.140031045964245,0.0829964697181132,0.0915662858021241,25,0.253339196069789
Q15942,ZYX,-0.18438658976314,0.109289395918814,0.0915762974286767,26,0.253339196069789
Q9Y490,TLN1,-0.219207517131673,0.129953472885304,0.091638856601896,26,0.253339196069789
P25705,ATP5F1A,-0.225148226559796,0.133605163759021,0.0919546039919231,26,0.253339196069789
O43815,STRN,-0.169295989231856,0.100469434402347,0.0919789851001821,26,0.253339196069789
O00571,DDX3X,-0.137568181035292,0.0816429911834528,0.0919891838156321,26,0.253339196069789
Q9H299,SH3BGRL3,-0.278331488933768,0.165343784157526,0.0923073214873919,26,0.253763010138827
Q15762,CD226,-0.14130110101882,0.0840291973994921,0.0926519667088858,26,0.254258061394722
Q8NEU8,APPL2,-0.190060761081816,0.113126132676701,0.0929420816230852,26,0.254601978914303
P42892,ECE1,-0.164642253409615,0.0980816637224481,0.0932253088979459,26,0.25476950245624
Q96I24,FUBP3,-0.178371614958543,0.106295564054219,0.0933330345567845,26,0.25476950245624
P08865,RPSA,0.37489865399252,0.224012893162207,0.094217424473731,24,0.256727065259558
Q9UBX5,FBLN5,0.173947200602225,0.103990650624633,0.0943825068397597,26,0.256727065259558
Q9NPG4,PCDH12,0.227014343046438,0.136037536033951,0.0951644509577592,26,0.258399080368608
P17301,ITGA2,-0.137267944912418,0.0823976860675887,0.0957293695023641,26,0.259207135740779
Q15084,PDIA6,-0.196118454500666,0.117748018552495,0.0957975886783072,26,0.259207135740779
Q9BXS5,AP1M1,-0.122810635126448,0.0737953027038577,0.096071135194941,26,0.259492838944377
P23229,ITGA6,-0.222934103326168,0.134211113842173,0.0966993162971091,26,0.260733758602153
Q9H8J5,MANSC1,0.214322908633674,0.129119792446562,0.0969393007442719,26,0.260925469773345
Q04837,SSBP1,0.112773252663354,0.0680280007394608,0.097368428598492,26,0.261624734234209
P56385,ATP5ME,-0.144324184735227,0.0873913035677257,0.0986424813897153,25,0.264587905810955
P54136,RARS1,-0.0864303228745819,0.0524092056265744,0.0991181534321414,25,0.265403027820898
Q9Y3C8,UFC1,-0.168010796495332,0.101992358283096,0.0994988459101567,22,0.265522881559118
O75947,ATP5PD,-0.217555496290324,0.132132671479447,0.0996623349168827,26,0.265522881559118
Q99418,CYTH2,-0.134480387238449,0.0816807701167469,0.0996784927535849,25,0.265522881559118
O15231,ZNF185,-0.158640510940766,0.0964059396278797,0.0998570453334658,26,0.265540679931506
Q9H2K8,TAOK3,-0.103754257000883,0.063110849175163,0.100176133784636,25,0.265931489170554
P31937,HIBADH,-0.132565944503639,0.0807197136789372,0.100527953030374,24,0.266407697138812
O00468,AGRN,0.202188009376846,0.123255502708727,0.10092256020103,26,0.266995471764712
P08709,F7,0.199116343548958,0.121467308725934,0.101159391748374,26,0.267164547438013
P05121,SERPINE1,0.217747953998449,0.132949957825584,0.101459477231371,26,0.267396180911497
Q9H9H4,VPS37B,-0.135518695035678,0.0827757756473597,0.101593241550193,26,0.267396180911497
Q13586,STIM1,-0.15964326019719,0.0977253922601916,0.102344890158332,26,0.268709079438235
Q9H444,CHMP4B,-0.321845208490298,0.19707161217499,0.102439901481631,26,0.268709079438235
P35443,THBS4,0.165945929884844,0.101754076495027,0.102921363889877,26,0.268972230766459
P10599,TXN,0.225165465516225,0.138158602993447,0.103152076711779,25,0.268972230766459
O95870,ABHD16A,-0.244481246450116,0.150080279900751,0.103312355304102,26,0.268972230766459
Q8TC12,RDH11,-0.221764504717402,0.136170727211201,0.103402611588755,26,0.268972230766459
P11166,SLC2A1,0.278902345586619,0.171259254372333,0.103410682896619,26,0.268972230766459
O43242,PSMD3,-0.0941477215776878,0.0579093960685599,0.103997259529647,26,0.269577456499608
Q13043,STK4,-0.146798098563299,0.0903141026912498,0.104073687189327,26,0.269577456499608
P22352,GPX3,0.303480134150952,0.186759305591704,0.104166822996936,26,0.269577456499608
P61604,HSPE1,0.12514456376116,0.0772281435624469,0.105135039280334,25,0.270878675465892
P25774,CTSS,0.280089482509466,0.172852769928042,0.105147803009995,26,0.270878675465892
P23142,FBLN1,0.162495514941896,0.100295301975116,0.105195602122676,26,0.270878675465892
P21810,BGN,0.302017139294347,0.186815104425306,0.105950961391689,26,0.271960609618765
P40227,CCT6A,-0.193596382411992,0.119756365650633,0.10596782329482,26,0.271960609618765
Q9UBW5,BIN2,-0.211046513597301,0.130617985454318,0.106147541922581,26,0.271970070100144
Q9NSD9,FARSB,-0.211068774592686,0.13089774927675,0.106859568797553,26,0.273341115550032
P56537,EIF6,-0.154798097811955,0.0960668901252604,0.107101838631222,26,0.273508001132624
Q96BY6,DOCK10,-0.150119776009359,0.0932832421607809,0.107552974588593,26,0.274206841154085
P52209,PGD,0.148407876118387,0.0925430255530581,0.108788236319645,26,0.276598316201246
Q9NX40,OCIAD1,-0.207772167019843,0.129583221973123,0.108849046116736,25,0.276598316201246
O14950;P19105,MYL12A;MYL12B,-0.402034385734195,0.250996469547457,0.109210206838164,26,0.277060376953963
P24844,MYL9,-0.120337185361112,0.0753624735230441,0.110315066622221,26,0.279404553985789
P04114,APOB,0.140492959735859,0.088080381576807,0.110700174036809,26,0.27992106200797
P20936,RASA1,-0.171137425854422,0.107408061332313,0.111084218832288,26,0.28043319950308
A0A0A0MS15,IGHV3-49,0.35874718202295,0.225303096881406,0.111320242760413,26,0.280570595538071
Q9UNF0,PACSIN2,0.169671922717079,0.106617515896091,0.111517880057457,26,0.280610952261843
Q9NZB2,FAM120A,-0.147527820179953,0.0929510922483929,0.112477472215498,25,0.282565357029178
Q9H4A9,DPEP2,0.253840925733663,0.160101929939204,0.112853747098403,26,0.283050388420507
P51884,LUM,0.158518239814948,0.100115819593939,0.113342038206317,26,0.28352549610646
P03952,KLKB1,0.316038581242655,0.199705921031314,0.113530947853367,26,0.28352549610646
P12259,F5,0.146748884697173,0.0927472728122542,0.113593710090549,26,0.28352549610646
P06312,IGKV4-1,0.302117579598085,0.191051810836833,0.1138006663476,26,0.283583918559744
Q15691,MAPRE1,-0.164854988744677,0.104484785933037,0.11461399753104,26,0.284732805472693
Q9UBC2,EPS15L1,-0.161492597717218,0.102358309050035,0.114630294500981,26,0.284732805472693
Q86UT6,NLRX1,-0.146853482790833,0.0931434107319646,0.114878740073932,26,0.284891899541291
Q9UNS2,COPS3,-0.156191585235927,0.0991824059129821,0.115304636204342,26,0.28548984444825
P10301,RRAS,0.203358881689883,0.129209084928072,0.11551647026517,24,0.285556714495499
P60985,KRTDAP,0.343986283363569,0.219117700043459,0.11644537988858,26,0.287393150044498
O60240,PLIN1,0.279386918680959,0.178086655810808,0.116688563246159,26,0.287534019482163
P26927,MST1,0.358802378082839,0.229022333158103,0.117191887999088,23,0.288314437832152
P27105,STOM,-0.233136929472094,0.149084214585214,0.117866065357571,26,0.289303504939952
A0A075B6S2,IGKV2D-29,0.185557722780629,0.11869176860755,0.117968419490078,26,0.289303504939952
Q86VR2,RETREG3,-0.200313971439884,0.128521569729172,0.119090617095466,26,0.291592715392227
O94919,ENDOD1,-0.205803739177962,0.132201580563891,0.119531777317077,26,0.292114310075983
Q9NRR3,CDC42SE2,-0.189414485432949,0.121723019264858,0.119681785293267,24,0.292114310075983
P82909,KGD4,-0.245385599531452,0.157779580478941,0.119888189601701,25,0.292156550370075
P11169,SLC2A3,-0.247429141913132,0.159254514963058,0.120262883347772,26,0.292608117751665
Q15848,ADIPOQ,0.354164405747582,0.228209990946716,0.120680573388845,26,0.29285638733209
P09619,PDGFRB,0.299831052922196,0.193232665191486,0.120744025068312,26,0.29285638733209
Q14764,MVP,-0.105863468103717,0.0684700795086615,0.122073795240804,26,0.295250661341945
Q9NZN5,ARHGEF12,-0.200638558228094,0.129818991906845,0.122219213509782,26,0.295250661341945
Q14C86,GAPVD1,-0.135549740212072,0.0877769262995561,0.122527168415824,26,0.295250661341945
O43681,GET3,0.139116015923787,0.0901821037450575,0.122924889518542,26,0.295250661341945
Q9BZF9,UACA,-0.104422681650003,0.0677035419809988,0.122988121139318,26,0.295250661341945
A0A0C4DH34,IGHV4-28,0.601511963524748,0.390113879563718,0.123100778865092,26,0.295250661341945
