Protein.Group,Genes,Estimate,SE,p,n_ID,q
Q15642,TRIP10,0.0139022982141353,0.105480584557063,0.895142807732279,26,0.940813359147191
O60763,USO1,0.0180375435693385,0.138216543004526,0.896169224544975,26,0.941251836792649
P62191,PSMC1,0.0115011182092685,0.0896337656218505,0.897901799927983,26,0.942384019543469
Q86VP6,CAND1,-0.00991337883984925,0.0776922594041109,0.89846709436086,26,0.942384019543469
Q15365,PCBP1,0.0155568596837402,0.123597621648867,0.899837218904636,26,0.943074669314514
Q92835,INPP5D,-0.0175531249528283,0.141244355753797,0.901097638247255,25,0.943074669314514
P19823,ITIH2,-0.00826192858305096,0.0665812221591477,0.901245624454771,26,0.943074669314514
P05386,RPLP1,0.021386106878639,0.174005872981774,0.902182712774398,26,0.943074669314514
Q8IYB7,DIS3L2,0.0148081011089708,0.120650730521859,0.90231672621306,26,0.943074669314514
O60331,PIP5K1C,-0.00930191431389132,0.0763564683114743,0.903039817734366,26,0.943074669314514
Q8NF50,DOCK8,-0.0160460052813146,0.132207908773399,0.903398388728467,26,0.943074669314514
P49902,NT5C2,-0.00632838060499593,0.0535808004313599,0.905981205938405,26,0.945132318146412
P61981,YWHAG,0.0169443057931263,0.146090412761939,0.907664379538999,26,0.946249302555839
P61006,RAB8A,-0.013675982812421,0.121079534657413,0.910069872374782,26,0.947833559402364
Q9Y274,ST3GAL6,-0.0226794321000086,0.202972607649095,0.911032402858732,26,0.947833559402364
Q9NZP8,C1RL,-0.0171373610259156,0.153447976770812,0.911075634193318,26,0.947833559402364
Q9UPT5,EXOC7,0.00899778003439769,0.082837285592805,0.913503953656223,25,0.947833559402364
Q96MK2,RIPOR3,0.0131244663027786,0.121158227235229,0.913737883409628,26,0.947833559402364
Q01433,AMPD2,-0.00930434811675564,0.0861358445451101,0.913980249214111,26,0.947833559402364
Q99501,GAS2L1,0.0135339226497358,0.125607803846493,0.914196015756287,26,0.947833559402364
Q12913,PTPRJ,-0.0059738382904524,0.0557507384750683,0.914667894222366,26,0.947833559402364
P29350,PTPN6,-0.00678131917935142,0.0633144716077457,0.914705396161117,26,0.947833559402364
O15145,ARPC3,-0.0215042465863794,0.205216104598677,0.91654379475025,26,0.949101985850628
P02743,APCS,0.01258969254659,0.121384909379931,0.917393844486524,26,0.949345940878553
Q9NR28,DIABLO,0.0116717483664473,0.116959422932639,0.92050855231892,26,0.951851190759549
P09211,GSTP1,-0.0195761879432265,0.19750979798297,0.9210469451039,24,0.951851190759549
Q05655,PRKCD,0.00737514356780864,0.0765856442546194,0.923282870797922,26,0.952964814333771
P50453,SERPINB9,0.0100199397352489,0.105449995937255,0.924298330055057,26,0.952964814333771
P14317,HCLS1,0.0097167816761927,0.102695079661735,0.924618417348451,26,0.952964814333771
P00558,PGK1,-0.0105161887588357,0.111715658624965,0.925003089406966,26,0.952964814333771
Q9H6Q3,SLA2,-0.0129698814329057,0.138161380412488,0.925208557605603,26,0.952964814333771
Q99704,DOK1,-0.00955207295153066,0.104460701091698,0.927141561317957,26,0.954319595094099
Q13098,GPS1,-0.00982809704634635,0.110650372600369,0.929224022248852,26,0.955826307839198
P51570,GALK1,0.0114863703153743,0.143765339836016,0.936319447165278,26,0.962161542334049
Q9GZY8,MFF,-0.013664635507399,0.17186459829342,0.936628452861107,26,0.962161542334049
Q9BV40,VAMP8,-0.0182322736821004,0.239498660837226,0.939318195339265,25,0.963912094430545
Q6IBS0,TWF2,0.00534622994978651,0.0705332137821155,0.939580332823561,25,0.963912094430545
O60749,SNX2,-0.00605771757888353,0.0838905974347737,0.94243500018078,26,0.96619912095508
P0C0L5,C4B,-0.00492773408449016,0.0719498520815973,0.945396811422631,26,0.968274710915433
Q9H425,C1orf198,-0.0073311227817393,0.107666099814726,0.945712970078568,25,0.968274710915433
Q93009,USP7,0.00608870198173928,0.0933983956511335,0.948022206704551,26,0.96939556794456
P47985,UQCRFS1,0.00899678387997893,0.138114737635208,0.948062591044809,26,0.96939556794456
P31948,STIP1,0.0040565409559701,0.0666924105568775,0.951498877595919,26,0.970047734933474
P16930,FAH,-0.0103657587288351,0.170558054886423,0.951537966624322,26,0.970047734933474
P62258,YWHAE,-0.00482415678601673,0.0794383332452388,0.951575574549435,26,0.970047734933474
P11413,G6PD,0.00469267726571532,0.0775534814805888,0.951750313183566,26,0.970047734933474
P22061,PCMT1,0.00417618562138809,0.0691459703450747,0.951839719196859,26,0.970047734933474
Q0VDG4,SCRN3,0.0112522147461551,0.193344744814846,0.953591172153801,26,0.97119206392724
P68104;Q5VTE0,EEF1A1;EEF1A1P5,0.00425464201723208,0.0742522181999912,0.954306328553061,26,0.971280156531277
Q7LDG7,RASGRP2,-0.00558197608071887,0.105001263161553,0.957603599323703,26,0.973994444341752
Q15006,EMC2,-0.00700703533251086,0.136316869788801,0.959004749246539,25,0.974777853674936
Q53HC9,EIPR1,0.00485539912507494,0.102524059035273,0.962227399334493,25,0.977341683758597
P62256,UBE2H,-0.00571856052591627,0.122584624910009,0.962792260634683,26,0.977341683758597
P46109,CRKL,-0.00384174584367856,0.0862633463768174,0.964477882409107,26,0.978409933238391
O75489,NDUFS3,0.00440119785677607,0.10299106317988,0.965913748352415,25,0.979223583467507
Q9UBQ0,VPS29,-0.00367916205849747,0.0890664829736838,0.967050321605905,25,0.979732948774507
P62333,PSMC6,0.00420699585858587,0.106931350471708,0.968616955879937,26,0.980677062145808
P50225,SULT1A1,0.00603952494930281,0.157923872282148,0.969493723347031,26,0.980921940125189
P27816,MAP4,-0.00461106393228384,0.132758547370977,0.972292879010074,26,0.98311027360639
O60664,PLIN3,-0.00267371409479848,0.0952100352086154,0.977596533484844,26,0.98782645142844
Q9Y210,TRPC6,0.00273001991240517,0.10490997185171,0.979239390829827,26,0.988839777014433
P40925,MDH1,-0.00477350054278989,0.207110491114433,0.981611915532343,22,0.990588118548315
Q9BVK6,TMED9,0.00366489586921995,0.18341021039958,0.984057761868822,26,0.991326041361922
O15551,CLDN3,0.00332220688962813,0.168249246343248,0.984246197820316,26,0.991326041361922
P31689,DNAJA1,0.00160263738540713,0.0812764662947692,0.984268056601416,25,0.991326041361922
Q9UEU0,VTI1B,-0.00153628357068271,0.0848164168195512,0.98554867129089,25,0.991969183807443
O95721,SNAP29,0.00142044416719518,0.0863372988913993,0.9868735835096,26,0.992585598080525
P29122,PCSK6,0.00148597769181124,0.0944391735219742,0.987445996278166,26,0.992585598080525
P51665,PSMD7,-0.000891504701219441,0.106458051155682,0.993318405555128,26,0.997839360586913
Q96CS3,FAF2,-0.000951788711359244,0.156887508157536,0.995159507162063,26,0.99794876737765
Q9UK55,SERPINA10,-0.00045937333244467,0.0931935207603444,0.996067050559513,26,0.99794876737765
Q9UDT6,CLIP2,0.000344976094309008,0.0794098375784412,0.996533801829698,25,0.99794876737765
P51572,BCAP31,-0.000350927200326054,0.0829646626536879,0.99662508649809,26,0.99794876737765
Q9H446,RWDD1,-0.00059334484068099,0.141611900763467,0.996656924313084,26,0.99794876737765
Q9NRW1,RAB6B,-2.66125828702346e-05,0.124876962709137,0.999829962481679,26,0.999969600101054
P53801,PTTG1IP,5.98777726245495e-06,0.15715693787781,0.999969600101054,26,0.999969600101054
