Genes,p_VO2_marg,p_M_marg,p_VO2_adj,p_M_adj
RPLP2,0.37278597982788,0.525350730501788,0.534885639099559,0.90673492215518
ASPN,0.776470510346555,0.768632852414392,0.536574949838549,0.53371947494005
PLEK,0.351018096567302,0.483422201513746,0.537363207631992,0.904716267653566
AKR7A2,0.653521585823613,0.970687117158123,0.539477488773164,0.667131639324263
INPP4B,0.988342509110281,0.467905286954029,0.544075282173489,0.351646586433768
SDF4,0.794409331785013,0.749352990993542,0.547666632933916,0.530326487415106
TOLLIP,0.273361954927665,0.342802439448838,0.551490133781571,0.80073350480705
VPS33B,0.354996460811645,0.490873755285151,0.553547034685784,0.99025237727443
FCER1G,0.425788876109188,0.59933681707997,0.557023009712711,0.980342904629521
LAMC1,0.374506695597289,0.500450907408775,0.558319709577717,0.889013159151717
CHST3,0.95766224613007,0.442214510834289,0.559881753012539,0.343210857919977
NRP2,0.744788650083754,0.854187513629101,0.563221719476622,0.606615875290927
EPB42,0.297427800944362,0.359356695091562,0.563379718752276,0.759447901775141
OGN,0.423298429707553,0.58629008532458,0.563984500757654,0.965546702584358
HSPG2,0.985440755053482,0.522138991762802,0.571159606538358,0.399552910678602
BABAM2,0.680221122272261,0.970687117158124,0.571471971337838,0.690114381494312
IGHG2,0.923339823820772,0.606208422297041,0.574258002363324,0.45452790803552
SERPINB6,0.753154536931965,0.855474056266407,0.584431213917576,0.626778984799926
CYFIP2,0.771323873648036,0.208366597139927,0.588149289984843,0.195043047703094
GP6,0.227036606427592,0.218613062059092,0.592170523255237,0.563827210347547
ATRN,0.645110706130349,0.938753770113922,0.596247750943238,0.772737215774409
EIF5,0.876048680291444,0.707999547662489,0.603461975892439,0.537559680416194
IRAG1,0.820113359652598,0.796906099424203,0.60809376723699,0.598848210225806
GSN,0.661973865787027,0.202210545521032,0.609133151679509,0.201649733400462
F9,0.54102896085651,0.740650224396408,0.609338552620877,0.92957064468228
CCT7,0.770656407525464,0.28079530141627,0.610879401944085,0.258176132683458
IGFBP3,0.634178278627466,0.899626754802126,0.61285332670327,0.808429034288717
CANX,0.681443999223224,0.219911404689312,0.613626837432703,0.21628207653748
PTK2,0.66952271493258,0.956218642012131,0.614259988811135,0.772792727785959
CASP6,0.803817922996504,0.843479961758194,0.616817065892559,0.631685356754353
ACAN,0.757332457288094,0.896085572579823,0.618349474524565,0.677055467966191
COX5B,0.342701728734184,0.394577461716475,0.621266496156074,0.787641802777444
PSMD12,0.362582533819246,0.414551074579041,0.621979724587153,0.774402504498667
GUCY1A1,0.291795665579442,0.296350708374372,0.624212417037047,0.643626081494633
DCN,0.726087397717891,0.948267896188925,0.626198831123319,0.723255946869104
GPX1,0.958984191940193,0.513405967731986,0.626789752199861,0.423810227483298
IGKV1-6,0.93450669542392,0.737902717479827,0.628171481186024,0.56444435941897
EIF4B,0.472681904168265,0.605275068982401,0.629698366591257,0.955346538895751
PCYOX1L,0.522403897578575,0.679287703612739,0.632369181245272,0.963979604000061
OMD,0.857760154581354,0.4030010738677,0.634938457671435,0.353895172779462
VAPB,0.167434449377118,0.10077444287909,0.639719072371595,0.323034592065507
FBN1,0.577126083010589,0.763522504992237,0.640527773377555,0.9346719203126
CDH19,0.507053168005883,0.643815061103553,0.640986683416213,0.986420750720827
PRSS3,0.948242126219738,0.548605249666762,0.641569693934897,0.460542027893956
RTRAF,0.454030989423448,0.563763030017002,0.641703308057258,0.995051641569641
MAP3K5,0.954805793176804,0.488241913811412,0.644880451677999,0.416908870263659
IGHM,0.497451049358294,0.617996890353082,0.64720580688598,0.943233952665922
MGP,0.288410735450409,0.228602155906375,0.650131359220738,0.47678869332586
LIMD1,0.733737529914827,0.984662516552938,0.651619990121988,0.755573078771439
SH3GL1,0.847453516515721,0.806534794940719,0.651908242195104,0.634891318712116
RAP1GDS1,0.229122270729512,0.0128915292313397,0.652920091609242,0.0275457497077537
KLC1,0.704046665765508,0.965941413303833,0.653028961412479,0.796669587914974
TLN2,0.564035160200459,0.728041422115852,0.653632369040618,0.998637164314157
SERPINB1,0.974854804007766,0.564589873321584,0.655541352551126,0.473694227235442
SCCPDH,0.835837384616552,0.852194909622991,0.656021147194988,0.662190746567408
DAG1,0.179966918277616,0.123156306390938,0.656317262437428,0.386902703218633
PI4KA,0.517469677201368,0.642617454772122,0.658446855000156,0.974502718398859
NAP1L1,0.412958188668724,0.460516189469515,0.66037107387342,0.793048484671136
TUBA4A,0.637935000618855,0.833256795926601,0.666975286795298,0.90061909279095
IGHG3,0.962097718158016,0.665478081678607,0.66713196290835,0.549171016203328
VCAM1,0.592087165433238,0.750789995657087,0.670959154832201,0.966455765023615
CEMIP,0.839275428872073,0.838173966676125,0.672704022693983,0.672156019703234
MENT,0.969563273526952,0.661200316410446,0.674622631535464,0.549873041482794
RELN,0.776470510346555,0.954711772623923,0.677116520950103,0.752516500820575
ATP6V1H,0.753022494529751,0.285185191755078,0.677879421195594,0.284163511164972
IGF1,0.870087595397929,0.7804471349386,0.678845069730574,0.639130157314435
GUCY1B1,0.694909600383774,0.314018494109394,0.679993641634017,0.321204069124971
TPM4,0.734732534969061,0.322398811766537,0.692437970363811,0.322643165607423
EXOC3L2,0.258770380036847,0.24097781763742,0.696555349354759,0.623639298419062
GPD2,0.759948998816808,0.994669278319163,0.697925707491456,0.804429407964589
SRGN,0.766291731838815,0.367660640877496,0.707993992646584,0.36302864629578
GSPT2,0.985769930148086,0.595236730984508,0.710256196007932,0.52639096333887
PRPSAP2,0.302273872071457,0.260051154635036,0.711309856373252,0.569662494225299
DOCK11,0.892193654766011,0.837201949630252,0.716081067275778,0.693597585676144
COMP,0.411991542315895,0.0902239534257738,0.719945069882706,0.134444708885274
IGHV4-30-4;IGHV4-34;IGHV4-38-2;IGHV4-39;IGHV4-59;IGHV4-61,0.385439609449808,0.360462558132609,0.721205595194295,0.653632511192737
RNH1,0.274552025000376,0.247329343475342,0.722697481660711,0.612090127171271
OGDH,0.541389633607746,0.159354839134051,0.724234886462187,0.19793177905083
FLII,0.935208609118361,0.589868062023155,0.726717261512249,0.531273441466581
PROS1,0.8460402710888,0.477117284432366,0.727856996524598,0.452158722032248
SOD2,0.573697364133728,0.202210545521032,0.730959461723817,0.242318283775698
GANAB,0.249820664875381,0.168746856282683,0.731752990940898,0.416841992251166
IGFBP5,0.534737832834022,0.581173774005427,0.73893343565696,0.8570960733495
SERPINA3,0.628416660393874,0.725521302751343,0.741483528715726,0.964364193348507
PSAP,0.93594601273191,0.778257783230635,0.742235302322511,0.673458814247656
EPB41,0.291905257580339,0.204488317601551,0.742482183965271,0.446431011865598
LAMP1,0.964291033827331,0.63686433494179,0.74256576433735,0.574264426518828
TPI1,0.0781746957776196,0.0128915292313397,0.743245868006032,0.0746297375146644
IGKV6D-21,0.434281998047312,0.146569180337517,0.744857060234913,0.217937690060986
TNC,0.937848036187492,0.617996890353082,0.749249371389534,0.564040707421589
GTDC1,0.438839173807695,0.122661356107404,0.751021508749925,0.184734243946687
PHB2,0.857760154581354,0.922819202211052,0.753144033327994,0.780975572788556
NID1,0.578270993529738,0.221215006099198,0.757856540250897,0.268140591884273
TJP2,0.83954281215782,0.960035262047311,0.760170554133315,0.812188099873697
FLOT2,0.866520945459333,0.519547625898551,0.76089074511433,0.498131278070552
ABCB6,0.815896043631055,0.978148730165028,0.761200248880192,0.835475765578626
CCDC126,0.521864364216458,0.525776034463492,0.762956298824967,0.776354870467393
SPARCL1,0.771376516338191,0.930783176960286,0.763132444302728,0.895141720786128
ITGAV,0.286726900847772,0.184717580605204,0.765565566085653,0.409250857447781
CAMK1,0.763752854083194,0.914862603441187,0.766119113978594,0.908862376851215
PCSK9,0.648710242568908,0.291620586542988,0.766419391875484,0.330163484737028
OPA1,0.766450608466336,0.428951093188972,0.767915854229804,0.440480077888166
COPS5,0.492129834355265,0.479214141477625,0.768153020454119,0.739250884828436
GNAQ,0.448881050058348,0.402092251272902,0.771172002985145,0.652674030873998
PYGB,0.256284867682831,0.03486985079401,0.773484834772217,0.0755123677619749
H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9,0.462765734784076,0.386074025894209,0.774459240196331,0.597927691057667
LRRFIP1,0.347732601472066,0.248830459726413,0.780518247538307,0.4804127051062
SPP2,0.737242648300677,0.397295735341823,0.781060293011842,0.419915628226416
DPT,0.696274068667252,0.781729268563216,0.788209725247799,0.983207939842361
GSPT1,0.763752854083194,0.436203390286432,0.790104981739564,0.454069743229061
ARAP1,0.485782317862332,0.448270539242654,0.790462103074175,0.696809778300882
SUMO2;SUMO3;SUMO4,0.467536787404963,0.354996460811645,0.790665647389105,0.543175540323418
TPST2,0.153149903091071,0.0438808632485433,0.792075468107936,0.154413547459542
SPN,0.699531206830357,0.781263485976864,0.792246994723375,0.962517309574548
TWSG1,0.349198151947575,0.147396020606921,0.79263221683081,0.27009874038618
MAN2A2,0.307789605499888,0.050921755662617,0.797002625462384,0.0975986480128897
C7,0.587466036527966,0.592190512423856,0.80146540921188,0.816030279175405
CDH6,0.857899601311236,0.977989462911175,0.802341261160403,0.856198117782518
GRIPAP1,0.426873597600576,0.341906764350536,0.803104428903207,0.573841925778978
PSMD1,0.499201786555195,0.426657671782896,0.81675201066433,0.64254007284776
IGHG4,0.775196159146792,0.869950876415986,0.817710732025653,0.976979544178166
DCHS1,0.419234892565077,0.144268639688663,0.821805549750691,0.231148137353318
CAT,0.810051138599816,0.914175672726268,0.82431091543213,0.940854271906804
UBE2O,0.483675733890541,0.412613226751157,0.826323193276341,0.64177230963927
VSIG4,0.644587639996691,0.644362237844361,0.829005518788414,0.829753831613224
IGF2R,0.916396429824585,0.667430696570761,0.829365298802392,0.646056199878013
RAC1,0.244164990309494,0.118154089989548,0.834963430485305,0.29780312247385
ALCAM,0.798218157679973,0.883125045900916,0.836933844180079,0.980011964581473
MTPN,0.98242379285184,0.866179629366561,0.837857755868962,0.793308276197262
GOLM1,0.727218185306515,0.768632852414393,0.839121538622356,0.932035552918613
PRG2,0.728468894231764,0.43820209051311,0.839604846828868,0.480965867889253
CD248,0.453353402999612,0.148199841381753,0.83964703460435,0.220740887245569
ARCN1,0.822157880171132,0.54391099070237,0.840007993685667,0.558816270134569
DERA,0.650389011903572,0.632132333089089,0.842536603568934,0.805474456312068
LRRFIP2,0.925976039433898,0.705508192354874,0.842855443588516,0.682797223743702
SORL1,0.995540837090475,0.810404753550169,0.843304333202782,0.759491659531524
PRKCSH,0.865589901805427,0.976015029926576,0.847608719806149,0.918586720116065
HSPD1,0.626046006250108,0.601520061759693,0.848228324881658,0.793587055320171
F10,0.974854804007766,0.859436107921478,0.848800173511403,0.797955407089181
MTTP,0.753022494529751,0.77572269270433,0.849192260041188,0.888368095797437
NME1,0.831759385823401,0.914862603441187,0.854343523296616,0.968048063291915
C1QB,0.992058303879362,0.820231188525696,0.857871325241602,0.775405155996982
ACTN4,0.554440881276058,0.481315784674858,0.861961023613997,0.682958465943847
F8,0.879976046528282,0.968023614595605,0.872753760334739,0.941070736391138
RAP1A,0.450611034688411,0.329126485734941,0.873422395208022,0.53416955695539
NEXN,0.653521585823613,0.38046075035379,0.876443609150091,0.453233085178969
ATP5MF,0.743529368880554,0.748251125809241,0.878660343821037,0.890338088073694
DPP4,0.655932337339005,0.613270016972005,0.879619194695047,0.783225510169395
EDC4,0.917885516807696,0.624821197929255,0.881645661305194,0.628998998354846
MCAM,0.631979370811803,0.360462558132609,0.882541852446181,0.439555944241839
DCTN1,0.548834123901882,0.448270539242654,0.888920178139269,0.637687680318068
RBP4,0.9154360119962,0.99733462496961,0.894166094703164,0.933673231966737
SLK,0.241970608973105,0.040781836580976,0.894362705666858,0.0972383550243489
SPTB,0.717237231799083,0.477117284432366,0.897609397948566,0.54234240326918
CTSG,0.993558036305301,0.85316690341688,0.898379718807932,0.824665765779215
FGL1,0.966492796436675,0.931107042683119,0.901536260514438,0.884910651314834
CALCOCO1,0.481829816331602,0.204488317601551,0.904472381655351,0.299848762248855
PGLYRP2,0.648710242568908,0.576018247368142,0.904884582148873,0.73704542268184
ITGB5,0.894704845188981,0.728041422115852,0.905548278325679,0.738083538692342
CD44,0.396696893435806,0.241403503128391,0.906152135899545,0.425863182264577
ST8SIA4,0.476063016610211,0.323134483428027,0.907976667285254,0.499990054519172
UQCRC1,0.882364611929297,0.92525953036911,0.911619049045053,0.999140744578413
APOBR,0.833561296701079,0.643757856785036,0.91667813298993,0.678574904746494
ANTXR2,0.537671845393683,0.409906218823129,0.91862906718001,0.589645127869092
ITPR2,0.196658429990327,0.050921755662617,0.919842170377124,0.148350756995427
ACADSB,0.572741635190913,0.482125637546877,0.920205844735421,0.67882476724437
PSMB8,0.568003005451785,0.444228210823164,0.922634048587054,0.614642361093532
ADGRG6,0.863989213435618,0.68336079108843,0.924033905569214,0.710889264974284
MXRA5,0.291038153368121,0.12375690764341,0.92575644264325,0.271655600909345
STK38,0.497379385479096,0.165480700439902,0.926666639136698,0.239686143335202
APOA5,0.978824143676274,0.885763699943416,0.930295526875101,0.869730996800067
CAVIN2,0.668036060308426,0.576018247368142,0.932299203057608,0.720205624615579
PDLIM7,0.19705077192387,0.0555496044145451,0.932918096904194,0.162798111709119
C4A,0.430571545704667,0.187846022303351,0.935444462126021,0.30149740460453
PLEKHF2,0.66222923047947,0.605349846610809,0.939680695573431,0.782937447820759
SOD3,0.894090014366465,0.910949596045463,0.939764257399297,0.975149599058438
COX4I1,0.627286544723129,0.429643408088319,0.942303438219293,0.54361736030938
BMP1,0.615629499024713,0.458412587251348,0.949006249523981,0.594149950899168
ASPH,0.313528168039433,0.133871757181511,0.955684714555309,0.277102330721778
MIA3,0.545491541691095,0.369387561076334,0.962221518192847,0.519683852812938
IGLV3-25,0.631979370811803,0.42825888425135,0.964125314729282,0.538268003888767
UXS1,0.758252093789481,0.698748689740306,0.972761152717927,0.818417536224342
MASP2,0.457739712084763,0.234541386848038,0.973359283561492,0.3651312125735
FMOD,0.287585915281817,0.0883590674755781,0.978544642103745,0.191706181475485
HSD17B12,0.591372823241742,0.412677894455217,0.979290168568572,0.547524371786061
IGKV1-27,0.906524029538177,0.885586047879424,0.982361474825288,0.931367318229843
MAN2A1,0.851037272749088,0.752445931355984,0.985520095486872,0.804522152362908
PTRH2,0.761562419720906,0.64847793440529,0.985838540476122,0.743091411103726
MGLL,0.554440881276058,0.371291445052372,0.987583141474384,0.51411106813059
TGFB1,0.906224829690302,0.843708991043796,0.988589679974107,0.876379780959189
GOLM2,0.865480896911454,0.764673352969404,0.989545265437429,0.811167907421595
PAM,0.772649159082297,0.653919666215622,0.997315513369414,0.738727496279017
LSS,0.949808845402043,0.926549607150769,0.998644255121724,0.945529584771281
ITIH1,0.463896822614003,0.256970079143157,0.999590171775879,0.399268225434228
