Protein.Group,Genes,n_obs,n_ID,est_ri,se_ri,p_ri,q_ri,shapiro_p,shapiro_p_marginal,shapiro_p_ranef,bp_stat,bp_p,bp_p_marginal,spearman_rho_absres_fitted,spearman_p,levene_p
A0FGR8,ESYT2,52,26,-0.0544002318202877,0.0762409574432412,0.475517681916794,0.652464314885832,0.061188403519729,0.000467647642610117,0.0132914806200869,0.0564552152129214,0.812188975159686,0.113313676070515,0.0289422009732776,0.838272064138799,0.541989148003339
Q9H267,VPS33B,41,25,-0.194828843357537,0.0705509972315363,0.00575308613571903,0.0570989993283153,0.0613162280485106,0.0613162280485106,,3.34148547717159,0.0675535961840617,0.0675535961840617,-0.265711757287108,0.0931316325922493,0.126433779858089
O14791,APOL1,52,26,0.273876543800945,0.244728463183223,0.263095875141808,0.454171091725243,0.0613417898558363,0.0810705521036483,0.0149522304161807,0.273092246827176,0.601264969473334,0.782614201546888,-0.179287970630923,0.20285575537866,0.362989502367952
Q14118,DAG1,44,25,0.251848895751681,0.144787749509502,0.0819582560415174,0.238466112211195,0.0619155638776336,0.0619155638776336,,3.86199872019138,0.0493914566212714,0.0493914566212714,0.150854519082888,0.328342892981979,0.592261971237015
O00534,VWA5A,47,25,0.0625669998167665,0.127454829386629,0.623500373192092,0.76225981992015,0.0620548473358631,0.054256977736851,0.180047781029311,0.0619158753262088,0.80349305137336,0.90971093930877,-0.128469010175763,0.388261529888687,0.186185372569299
O15400,STX7,51,26,0.0869704599887082,0.116465946253706,0.455216998242724,0.629642132752917,0.0628627817001605,0.0959402917819862,0.117757265894452,5.13717094743982,0.023418781075408,0.445640975389345,-0.141809954751131,0.31986697652083,0.979135028197732
P34932,HSPA4,51,26,0.0578369563006103,0.108309198116638,0.593342527337594,0.741744126731874,0.0639398597432154,0.110574693334711,0.715252501856438,1.80270239619723,0.1793861314044,0.382265936436544,-0.105429864253394,0.460390962232692,0.336676250629878
Q9NX40,OCIAD1,43,25,-0.207772167019843,0.129583221973123,0.108849046116736,0.276598316201246,0.0640234546032,0.0640234546032,,0.103668608755934,0.747470800868878,0.747470800868878,0.0426776281888694,0.78582720180864,0.719312250566033
P35579,MYH9,52,26,-0.382477306746195,0.144617804066682,0.0081752345230105,0.0688707459128668,0.0640488072695704,0.0656512198817981,0.0366071474540789,0.0869723209773215,0.768062097863444,0.911814109158964,0.0691539315290703,0.625223219091317,0.514251047359502
P55010,EIF5,52,26,-0.249993819840115,0.115848506986741,0.0309327033043918,0.142659780911299,0.0643726044145709,0.00128089022336821,0.03474656307699,10.2311266923894,0.00138090285833325,0.068140246217661,-0.274652095961752,0.0491058697930212,0.757864318240375
Q9UGP4,LIMD1,39,24,-0.306288442584138,0.124875295856343,0.0141767059470609,0.0894000436253432,0.0647972399874154,0.131914638167317,0.255952232214418,0.0120469775955164,0.912600726309881,0.732934797355886,-0.0582995951417004,0.723649821446754,0.710080732483783
P34931,HSPA1L,42,24,0.205450576613679,0.197673115234408,0.298644283611487,0.490841537962637,0.0648626130550881,0.0648626130550881,,0.53739482810613,0.463514403983944,0.463514403983944,-0.0288647155912823,0.856008823913161,0.818858505769171
P01593;P01594,IGKV1-33;IGKV1D-33,48,26,0.88744090516947,0.325614368329795,0.00642167540829408,0.060275039100655,0.0649193230671411,0.0649193230671411,,3.6127554090348,0.0573380462278457,0.0573380462278457,0.347792116945346,0.0154264893598783,0.235082311782417
Q8NEU8,APPL2,52,26,-0.190060761081816,0.113126132676701,0.0929420816230852,0.254601978914303,0.0649512625234864,0.0614737852669389,0.650377878016717,0.304719491254784,0.580938739699024,0.840346147901328,-0.0431144881755315,0.760933940224834,0.913857400221817
P07900,HSP90AA1,52,26,-0.112828217763265,0.103108817356814,0.273839418398963,0.467445453271144,0.0653556947403273,0.00216804825804516,0.00949928382308721,6.76699845407309,0.00928588792087145,0.151673769814244,-0.0974985059335781,0.490568868783845,0.343681517455063
P35237,SERPINB6,51,26,-0.139143767459749,0.0650316905116007,0.0323846658842341,0.147159731738652,0.0659493677147148,0.0868000103565356,0.646318225144396,5.78496192445295,0.0161638480085796,0.65340814118128,-0.375022624434389,0.00701352794816181,0.678028686100272
P50225,SULT1A1,45,26,0.00603952494930281,0.157923872282148,0.969493723347031,0.980921940125189,0.0660408579751119,0.431053650758216,0.290161573383221,0.109328053829112,0.740910437457866,0.513402683775657,-0.182740447957839,0.228761369173711,0.489372917675998
Q9NR28,DIABLO,48,26,0.0116717483664473,0.116959422932639,0.92050855231892,0.951851190759549,0.0662995131568195,0.517502523470312,0.225234614600512,1.22341797937487,0.268690913727893,0.538755838362897,0.120169344333478,0.414694031835517,0.798096778672868
P40939,HADHA,52,26,-0.344330078934662,0.139396075541908,0.0135054070431387,0.0870356136473496,0.0669408790581219,0.0669408790581219,,1.5441876327401,0.213995559151894,0.213995559151894,-0.0818659126222862,0.563964673639377,0.806880403678241
P56377,AP1S2,46,26,-0.17454509163333,0.204153968633255,0.392568913847563,0.575444944871428,0.0670596452773641,0.0670596452773641,,0.373585604360365,0.541056264353253,0.541056264353253,-0.128060274035347,0.396357700783867,0.357197816496416
Q8IYB7,DIS3L2,50,26,0.0148081011089708,0.120650730521859,0.90231672621306,0.943074669314514,0.0674267664457811,0.334232551784717,0.854289691121388,4.51877971300453,0.0335247347652782,0.4213684941542,-0.10703481392557,0.458229291282772,0.577549624567157
Q96RT1,ERBIN,49,26,-0.0788023758183262,0.0976526706652012,0.419686126343695,0.599788078750442,0.0674388256337112,0.0715495169484077,0.199472720019291,0.644449163862906,0.422104267579397,0.549790272697609,-0.00244897959183673,0.986902633084504,0.0752142937863251
P23526,AHCY,47,26,-0.241802363245084,0.0896366498330398,0.00698447293009475,0.0634765333940964,0.0675116185149945,0.199138354359357,0.961764934401695,1.99167499365587,0.158165854190266,0.597513492316683,0.127312673450509,0.39257475780087,0.547140455731593
P51692,STAT5B,50,26,-0.0755375254839094,0.125195056565034,0.546270096476877,0.704261633323672,0.0676078505968211,0.0676078505968211,,0.0633382954401236,0.801295369355962,0.801295369355962,0.0719336835394902,0.619593381210314,0.864525688569268
O94979,SEC31A,46,25,-0.0360455283919762,0.0929162200160347,0.698063542209959,0.822685950169423,0.0682157473836197,0.0814501756345978,0.368931893714728,0.526252107673687,0.468186827323762,0.583250535627683,-0.100832562442183,0.503701654255425,0.946132896049377
P82909,KGD4,42,25,-0.245385599531452,0.157779580478941,0.119888189601701,0.292156550370075,0.0686350297016576,0.0686350297016576,,0.906966861191074,0.340920482597449,0.340920482597449,-0.326682820495185,0.0347230738628011,0.835562583100371
P21912,SDHB,49,26,-0.289767775917186,0.145274566164689,0.0460841747256125,0.171279751116257,0.068667635695481,0.068667635695481,,6.18185136069264,0.0129067161889422,0.0129067161889422,-0.297983490519243,0.0375678835915425,0.0838755073972532
P04843,RPN1,51,26,-0.11121978086609,0.0808191291639467,0.168773144426927,0.35047648943495,0.0686744219409706,0.13937442872863,0.558907596637027,3.90536415942304,0.0481321952335801,0.354639949058455,0.0992760180995475,0.487098096837537,0.245537617481814
Q6PL24,TMED8,52,26,-0.217902350826933,0.107500688290788,0.0426638818670284,0.164117665441389,0.0689535166424721,0.183083718448172,0.441501929567616,0.53123011225377,0.466090153445942,0.580855120348324,-0.271834713566123,0.0515490438221904,0.687270270563774
O95467,GNAS,40,23,0.182112502409373,0.158632678447036,0.250962871068729,0.446091822530898,0.0695243796636113,0.0853001571351462,0.306792724286989,5.52089888711145,0.0187906009896554,0.469123932485242,0.186116322701689,0.249248324762463,0.718922534742907
P11413,G6PD,52,26,0.00469267726571532,0.0775534814805888,0.951750313183566,0.970047734933474,0.0696170485959474,0.0854137075784629,0.309133031071951,3.11237469497836,0.0776995980220952,0.0888062464875572,-0.0606164091180739,0.668628281095547,0.971960549960461
Q04917,YWHAH,52,26,-0.0940996900450371,0.12501477269258,0.451625062476895,0.629180091548064,0.0699342438799803,0.00970467289810265,0.0160775579028146,2.63671405464468,0.104419314272076,0.873148855455907,-0.16298130282592,0.247531202887923,0.336106653765421
P22105,TNXB,52,26,0.37351407369792,0.105464012374235,0.000397669088544236,0.0149853351658743,0.0700413764748639,0.0605311319585558,0.139032577210983,0.654867182603186,0.418377890844715,0.537454853302352,0.0424314863826517,0.764614513656693,0.491587001835142
O14656,TOR1A,40,22,0.133250922894331,0.123607777635158,0.281027479190384,0.472456425842375,0.0700435127784134,0.248322379064635,0.815845295201408,0.118740676507993,0.730404361122344,0.634282300086534,0.0470919324577861,0.772335893931323,0.718829819393971
Q99598,TSNAX,40,25,-0.132233645388798,0.144783888259097,0.361075630020312,0.549617584612199,0.0703412734336249,0.0576032461598878,0.219972398722288,5.22705115703548,0.0222382038523809,0.0159338094950936,-0.335084427767355,0.0350941323850098,0.388179409809578
O94826,TOMM70,49,26,-0.232085511025681,0.0819600946297816,0.00463028377336146,0.0518390465930685,0.0704755968086626,0.0704755968086626,,0.810781415872199,0.367889325676787,0.367889325676787,-0.0566496502628478,0.699036582171305,0.66439005202579
O60331,PIP5K1C,49,26,-0.00930191431389132,0.0763564683114743,0.903039817734366,0.943074669314514,0.0705177312655734,0.0276291666329667,0.15204383573056,1.65209961166933,0.198673403480838,0.969597621467361,0.0822448979591837,0.573169769795086,0.294725697849695
O60664,PLIN3,48,26,-0.00267371409479848,0.0952100352086154,0.977596533484844,0.98782645142844,0.0705965582601011,0.837790862071207,0.641155019164905,2.16643084776641,0.141053274895932,0.00938097459187773,-0.125488493269648,0.394218671137668,0.93372775131863
Q9BVK6,TMED9,50,26,0.00366489586921995,0.18341021039958,0.984057761868822,0.991326041361922,0.0711977920913609,0.0711977920913609,,0.359262657890766,0.548916021829621,0.548916021829621,0.0723539456291366,0.61754366203937,0.918301237550817
P02743,APCS,52,26,0.01258969254659,0.121384909379931,0.917393844486524,0.949345940878553,0.0714068625004663,0.233999959417917,0.579231337087416,0.394134961380168,0.530133859189154,0.872495025052479,0.00136600358575941,0.992544251658627,0.43146154207663
Q8IZF2,ADGRF5,52,26,0.371360103469629,0.119709676833518,0.00192105784690817,0.0341153376261279,0.0716128912802116,0.20394734595934,0.299436720797436,0.00102156746311055,0.974502379723073,0.430888539825307,-0.0275761973875181,0.84582045159091,0.782012213189638
Q9UKE5,TNIK,52,26,-0.0421994898317719,0.104676359382072,0.686843392502189,0.812585628966755,0.0719186711610387,0.0726271076714615,0.237801726247333,0.433532535207125,0.510260658379253,0.802635501672969,-0.0425168616067617,0.764154155768115,0.949402115706414
P55209,NAP1L1,52,26,-0.20888926973613,0.0982841973575401,0.0335566123878009,0.152038023868482,0.0721553070360955,0.0585496613455205,0.307824050468426,2.41233750513843,0.120382491307891,0.530769531253647,-0.143345001280628,0.309704387506722,0.484329956624759
P62873;P62879,GNB1;GNB2,46,26,0.144410355858616,0.206176018589956,0.4836633875196,0.657220698080723,0.0730619934571246,0.0947343375660126,0.0430295359456029,4.3576714163522,0.0368426330254533,0.513197135552825,0.100709219858156,0.504225991577352,0.189742811311645
P51659,HSD17B4,52,26,-0.301534209921911,0.129234038990326,0.0196354791624115,0.108734105039161,0.0741208056226399,0.109860265815144,0.694284002234054,4.60757267090971,0.0318310589402007,0.0226444175369159,0.25586954665756,0.067334724496451,0.087222375957506
P49137,MAPKAPK2,47,25,-0.0199671785263298,0.138845280705474,0.885651423446604,0.937213321386988,0.0743262300435444,0.123618443863929,0.636209360988221,13.3859660903867,0.000253514037102776,0.0161568045872893,-0.357654949121184,0.0140142011173838,0.289330745943946
P08571,CD14,52,26,0.281184484819125,0.141412492239294,0.0467675584774573,0.172448395817832,0.0744083285139121,0.0744083285139121,,3.68808095450731,0.0548026355470384,0.0548026355470384,0.165672797883141,0.240485336655243,0.664482352380804
P25705,ATP5F1A,52,26,-0.225148226559796,0.133605163759021,0.0919546039919231,0.253339196069789,0.0744344864828973,0.0744344864828973,,0.0558992171948998,0.813098900699845,0.813098900699845,0.0461520160726271,0.745264401733398,0.13344199520173
Q13459,MYO9B,45,25,-0.0662790892621287,0.0647744731582073,0.30619980427959,0.500083189864658,0.0756967818382118,0.0756967818382118,,0.382458873215449,0.536290217974991,0.536290217974991,0.156803915841972,0.303642649357153,0.983565628115502
Q13813,SPTAN1,51,26,-0.104534435573324,0.0747097696049035,0.161750906137509,0.340470231583721,0.0760694280124553,0.253758210522737,0.624220943981642,0.395837402994739,0.529246863492213,0.579691105646828,-0.0227149321266968,0.874076358680194,0.723427351523684
Q01433,AMPD2,51,26,-0.00930434811675564,0.0861358445451101,0.913980249214111,0.947833559402364,0.0762833156315319,0.0508749326049155,0.101609399111687,6.24425417729087,0.0124596836596144,0.423977388583769,-0.309683257918552,0.0274218326632362,0.946607536923684
Q6ZRP7,QSOX2,42,23,0.339997176840757,0.181356346137847,0.0608276051970649,0.198557689037756,0.0764125769205779,0.329319610108692,0.86451582869593,0.360424257501921,0.548270708129074,0.28413425844189,0.0888906895713476,0.574417307178753,0.979887286620139
P13591,NCAM1,52,26,0.370202217996261,0.102905516801266,0.000321295040324263,0.0131670339361277,0.0776282716023033,0.0999339770882058,0.80802481800392,3.64529558158452,0.0562278223710229,0.501658282432432,-0.120293690770938,0.394516912967958,0.585156372242955
Q13790,APOF,52,26,0.0812207855093317,0.132724597889971,0.540570999454088,0.698897233603821,0.0781764621635283,0.0781764621635283,,1.19236339680808,0.274853349033747,0.274853349033747,-0.254828141081384,0.0682806966643207,0.457741977324324
P12236,SLC25A6,51,26,-0.152805673777512,0.152520377642661,0.316406120546034,0.506577674863857,0.0781974975913366,0.084520627701371,0.370055288610588,0.071853211252753,0.788657373583707,0.459464241690874,-0.0595475113122172,0.677254180815508,0.99915717023152
O95373,IPO7,51,26,-0.0384966316893204,0.116444164487865,0.740945407654945,0.844841811680362,0.0787854386179032,0.0281917771143728,0.199745833886818,7.21203414938911,0.00724163756539835,0.522666984424127,-0.235927601809955,0.0956018163013225,0.0948554125791818
O14880,MGST3,44,26,0.104958749252081,0.121018953604473,0.385782134199586,0.57036688740513,0.0794530663990925,0.0491748448698838,0.0385918972781833,0.571220939721138,0.449774154989738,0.169568669426422,0.193093727977449,0.208480628867461,0.339444134902503
Q9H299,SH3BGRL3,51,26,-0.278331488933768,0.165343784157526,0.0923073214873919,0.253763010138827,0.0796373096439252,0.147399074801931,0.173204215758185,3.68123834315126,0.0550279660299502,0.123506335761073,0.209864253393665,0.139127809262938,0.953779551369501
P01714,IGLV3-19,44,25,0.226215355262098,0.276917722839557,0.413982961914361,0.59664522029635,0.0796939446785162,0.666276373289345,0.166476885717897,4.42668918044946,0.0353810760457734,0.0967173303914585,0.246652572233968,0.106495573736407,0.237687216395811
O75369,FLNB,38,24,-0.158560759361069,0.339785982609519,0.640751085951331,0.774011280527605,0.0803981762246459,0.0803981762246459,,0.295099608003644,0.586970962364674,0.586970962364674,0.221371928920482,0.181652593581779,0.814960733246067
P15144,ANPEP,38,22,0.335451021264935,0.226600047201687,0.13877557989069,0.315770649383088,0.0807145355516582,0.219399314086172,0.308354971744432,6.56955126971936,0.0103738103234259,0.0261133776700506,0.515264252106357,0.00108882391716042,0.70167638937853
Q12912,IRAG2,42,24,0.0568988021494733,0.141157838883797,0.686884680537593,0.812585628966755,0.0809628120307144,0.0809628120307144,,0.155549232580035,0.693287734693509,0.693287734693509,-0.229952459481953,0.142920328346273,0.247337568102986
Q9Y2A7,NCKAP1,51,26,-0.0827036887617173,0.0989036200393357,0.40303965903179,0.587375534882379,0.0817886254642202,0.0412927660836183,0.0316439791659211,1.70044598254019,0.19222966265242,0.200190440004052,-0.0361085972850679,0.800921751382152,0.417910917775579
P09486,SPARC,52,26,-0.159177914110713,0.137676634305517,0.247610678198494,0.443803361736281,0.0839742753477266,0.0625293167973688,0.352467540339079,9.25580575261314,0.00234750028495146,0.0043076282576773,-0.342610774353283,0.0132890744592252,0.396535765876999
Q53GQ0,HSD17B12,51,26,-0.198694559754051,0.114548237438537,0.0828129373623819,0.238793084810801,0.0841573656558107,0.118616215618486,0.615687859173097,1.63815367182893,0.200578980027532,0.737144215262839,-0.239276018099548,0.090884855529833,0.505956230577431
Q15848,ADIPOQ,52,26,0.354164405747582,0.228209990946716,0.120680573388845,0.29285638733209,0.0845831638189522,0.127414012487627,0.87143953661089,3.08625186007009,0.0789564853554818,0.107824965013177,0.135234354990182,0.338094814879996,0.791633024124068
Q96C24,SYTL4,52,26,-0.294273028900011,0.104434307874598,0.00483567508527206,0.0529866525301088,0.0848271785788182,0.0971771305404705,0.52299701952637,0.390329540400325,0.532126232199093,0.666143597811106,0.0939127465209596,0.506720454263471,0.608185132870942
P06756,ITGAV,51,26,0.182894931232255,0.097150210883786,0.0597546742558439,0.196846421589081,0.0854426064301205,0.0854426064301205,,0.0580454360477196,0.809612311946245,0.809612311946245,-0.0185699902799015,0.897088919638036,0.712375817457747
Q96CW1,AP2M1,48,26,-0.0873613255385108,0.0826241137685022,0.290358955884722,0.482370523485909,0.0858676043036303,0.0720715498039431,0.205054741821338,1.27008489555886,0.259750754156229,0.630074595545269,-0.17216673903604,0.241140522785159,0.0378070036312017
O00116,AGPS,45,26,-0.183710467923213,0.0950806021859285,0.0533403684257256,0.184777733672076,0.0865602632732479,0.0939884302995569,0.259161415406317,3.6549941688734,0.0559013508072787,0.980969908658041,-0.0700922266139657,0.646313431552504,0.792978317830367
Q9UNF0,PACSIN2,52,26,0.169671922717079,0.106617515896091,0.111517880057457,0.280610952261843,0.0869428147032224,0.0275396108076563,0.457077781189411,2.07467449238098,0.149761887156297,0.172904582581934,-0.154443780414924,0.273425077092028,0.711437964151735
P0CG47;P0CG48;P62979;P62987,RPS27A;UBA52;UBB;UBC,52,26,-0.128093641077383,0.176463085352011,0.467903247078758,0.644305273383851,0.0874937041937675,0.0874937041937675,,4.14291972882473,0.0418089973000075,0.0418089973000075,-0.163343630716859,0.247253791358472,0.790145806250188
P51148,RAB5C,52,26,-0.159260319906453,0.0918248991108158,0.0828486511019469,0.238793084810801,0.0876967240859718,0.0790146003718826,0.0218874092597185,0.542095484684618,0.461565584824073,0.174135063283474,-0.0856313497822932,0.545040342178198,0.895669110810977
P09619,PDGFRB,52,26,0.299831052922196,0.193232665191486,0.120744025068312,0.29285638733209,0.0887836323455826,0.0147450205614412,0.108192632333571,8.31618182082755,0.00392934295236985,0.175335442134015,-0.308289934261077,0.0265869608797489,0.605361350107275
Q8NBX0,SCCPDH,48,26,-0.488775870159603,0.181974779108381,0.00723230637063023,0.0648489539151875,0.089857977584698,0.089857977584698,,0.969645898026822,0.324768506779117,0.324768506779117,-0.0646844505200513,0.662262251417537,0.909043317008034
Q9ULQ0,STRIP2,46,25,-0.249094469303205,0.132434239580213,0.0599866450294458,0.197163041207357,0.0898826945829214,0.0898826945829214,,0.86815108932411,0.351467674267441,0.351467674267441,0.337135583501995,0.0219537083336749,0.622890164477225
P30153,PPP2R1A,52,26,-0.196698861661529,0.0718164142735886,0.00616428110879263,0.0591541261682274,0.089998245977535,0.0337919571109997,0.0149643873595067,3.17299856734933,0.0748648808974201,0.127205222683538,-0.393579783146931,0.00413825930492236,0.000716827284069946
Q86YL5,TDRP,51,26,-0.171623128576536,0.0846658824999702,0.0426559088340382,0.164117665441389,0.0904538233588074,0.374868911137449,0.450288198045404,2.24480777463292,0.134063567411992,0.376232029258801,-0.222171945701357,0.117013683332893,0.654850533397386
O95831,AIFM1,45,25,-0.193116604631097,0.0561561992171575,0.000584042563207344,0.0167101066695434,0.0905567326802009,0.0717603697316654,0.141820852194886,0.00249033487245284,0.960199483319876,0.909284333590735,0.0300395256916996,0.844395888616354,0.678863638035094
P35030,PRSS3,41,25,0.621351455048898,0.196488328713141,0.00156538029619395,0.0291387055134898,0.0908383552284152,0.0538463479185987,0.361903192985113,8.3967104775489,0.00375900630155354,0.113425867945754,0.47595818815331,0.00186265625238969,0.190363953311193
P07954,FH,50,26,-0.126428885779406,0.101523313518212,0.21301460652106,0.405552192569948,0.0920642351284487,0.0533076459510106,0.380254017125062,1.86665806637326,0.171858326591816,0.769085201737246,-0.00773109243697479,0.9576082953537,0.701844501972215
O14920,IKBKB,46,25,-0.147612626472959,0.152554300468218,0.333240622796447,0.520583177169374,0.093575820966174,0.093575820966174,,3.75646961556034,0.0526035343127278,0.0526035343127278,-0.230439601905837,0.123384066915233,0.0208251496768585
Q5SQ64,LY6G6F,52,26,-0.369925281897801,0.140043897803899,0.00825409801301451,0.0688707459128668,0.0937826087827293,0.371985415266826,0.161137814528107,0.730886368141429,0.392596032888501,0.496804747722654,-0.175189959873645,0.213501266966838,0.551850348440852
Q9H4G4,GLIPR2,50,26,0.467756820593424,0.23965096943838,0.0509589517910121,0.181409171698419,0.0938662280921929,0.0938662280921929,,0.297617919545634,0.585379639331388,0.585379639331388,-0.132276609324677,0.359817900299096,0.734730921117095
Q16555,DPYSL2,52,26,-0.238900257948727,0.10592358699593,0.0241081144379606,0.122595572779218,0.093889724399719,0.027799046464242,0.19738681955522,5.2568570618573,0.0218604613196251,0.127412400410855,-0.177580466148724,0.207244524061609,0.861198085923858
Q04759,PRKCQ,49,26,-0.0395105527773826,0.071316854505548,0.579569101911951,0.730966744860379,0.0940132596954286,0.0770100611752781,0.389931193692765,0.297436194947711,0.58549417832837,0.671112581999998,-0.0471428571428571,0.747064614782664,0.320563843718231
P31948,STIP1,50,26,0.0040565409559701,0.0666924105568775,0.951498877595919,0.970047734933474,0.095244885190939,0.119738754434024,0.784777707237579,3.73563188096671,0.0532635170685164,0.654043566323796,-0.117887154861945,0.413709185567922,0.888714026121549
P05155,SERPING1,52,26,0.0378025534278156,0.0632321121660686,0.549948096306165,0.706880040593198,0.0958616093601705,0.0261809784683873,0.411249979471406,4.55746846284053,0.0327754857235786,0.049527586562583,0.0374797233842739,0.791449508709176,0.738238001020059
Q9UBF2,COPG2,46,25,-0.0417026434603909,0.0854466484864084,0.625511054636073,0.763360647245444,0.0961244540459738,0.0961244540459738,,1.02136624874188,0.312195150200866,0.312195150200866,-0.0931777396759288,0.537952263426856,0.305311640160677
P20851,C4BPB,52,26,0.280197193138465,0.23320382724406,0.229552660658486,0.423849069650178,0.0961479574901053,0.142225051573427,0.077246676019246,0.00825715324010397,0.927596778515783,0.935384984984844,0.0694954324255101,0.623511910675435,0.851132660959984
P05546,SERPIND1,52,26,-0.0294783929694347,0.123536931712679,0.811400190495837,0.889087442777353,0.0964057662591309,0.130973403095578,0.620046541673844,2.61692233337183,0.10572932904312,0.596992721305018,-0.0312473320242466,0.825567428097221,0.862778358030553
O95445,APOM,52,26,0.283450561631933,0.158375384538006,0.0734959209648628,0.226084585343282,0.0971480288584468,0.135088527769043,0.501892823286707,0.198102439974791,0.656256881178492,0.995628609983707,-0.0783744557329463,0.579735835767662,0.702422205814572
Q9H2K8,TAOK3,48,25,-0.103754257000883,0.063110849175163,0.100176133784636,0.265931489170554,0.0976503853239936,0.0976503853239936,,1.28811446851453,0.256395721048256,0.256395721048256,-0.127956956066106,0.386098625825407,0.58269300760524
O15067,PFAS,51,26,-0.105395916185237,0.0988253621455999,0.286203770804933,0.477006284674888,0.0978327377534287,0.0978327377534287,,0.201752355761827,0.653310097490681,0.653310097490681,-0.0716728442576496,0.617215348633312,0.792720613249669
P09668,CTSH,40,23,0.735011181976525,0.186791071892027,8.32183703630636e-05,0.0055901035743884,0.0981894441733464,0.351572110906607,0.577257030343492,0.331042562762627,0.565045833287794,0.762409582380959,0.0726078799249531,0.655127560810894,0.999612836814674
P07093,SERPINE2,47,26,0.100024689292683,0.0854363034029749,0.24169863580884,0.436753675233519,0.0982688007788619,0.0256278761249757,0.0956901605903339,0.852438167929256,0.355863505741873,0.253673372910435,0.00936632747456059,0.950283850810797,0.0991768101255895
P51648,ALDH3A2,45,25,-0.186194328839867,0.174941688728567,0.287182749421344,0.478122142086182,0.0985001308977616,0.0985001308977616,,0.1944456613427,0.659242004745098,0.659242004745098,0.195281525507492,0.198602507410951,0.605465124886644
Q05682,CALD1,52,26,-0.193196916809471,0.137549285962054,0.160150661833968,0.338022913297104,0.0992608741714284,0.333009436070138,0.351663124981848,4.03768544354673,0.0444948071360385,0.209412193174199,-0.136856484248271,0.33228995983087,0.243620365151863
Q93009,USP7,50,26,0.00608870198173928,0.0933983956511335,0.948022206704551,0.96939556794456,0.0998371685767672,0.0705728904096094,0.450257452030607,0.131859104991344,0.716512189606206,0.720875810714357,-0.0317406962785114,0.826413562106862,0.680883959837811
P40306,PSMB10,44,24,-0.0486705391696538,0.125600446675832,0.698383927569279,0.822685950169423,0.0999179769773609,0.34837265508094,0.588909401973722,1.26211900722867,0.261250372254028,0.881738654561075,-0.125440451021846,0.415890330278818,0.898868087252881
Q6IAN0,DHRS7B,49,26,-0.0581849737894241,0.0905396007300916,0.52045338648763,0.684185722131679,0.0999389316381319,0.209974551190068,0.833655022216916,2.80937378238265,0.0937149512451908,0.833945385046984,-0.0127551020408163,0.930694078337646,0.113595951294949
Q9Y2B0,CNPY2,51,26,-0.432332305165401,0.14587216740657,0.00303890244716231,0.0417755051053057,0.100461441096011,0.126001779184054,0.873167036858802,0.0408981644482679,0.839734618026502,0.881057709558252,0.0769230769230769,0.590582537325147,0.00201508845278801
P49746,THBS3,52,26,0.442226137909145,0.135491641427902,0.00109904344794553,0.0232605770832307,0.100796257154947,0.165433644288758,0.415987826750952,7.28282506145149,0.00696169660411879,0.0196316289661682,0.272090839238453,0.0513229104056279,0.0777176630716811
O75563,SKAP2,52,26,-0.0889093119696316,0.0933839889449599,0.34105487020483,0.528515320427746,0.101162796960009,0.101162796960009,,0.298758515123918,0.58466176899921,0.58466176899921,-0.00513279431088096,0.97119180355056,0.847889843264011
P61020,RAB5B,50,26,-0.0705233535645918,0.140990603934921,0.616934990053921,0.757682479835698,0.101358087223634,0.101358087223634,,0.345388276482208,0.556735396760323,0.556735396760323,0.181484509280806,0.20718771428618,0.0381183534018617
Q8WWZ8,OIT3,45,26,0.122191840830857,0.270925770985126,0.65197806177338,0.781163781414172,0.101388011364877,0.232962827996617,0.475968947459634,5.55943384671764,0.018381357735751,0.192521154321581,0.0110671936758893,0.942579198201088,0.48362471328887
P09104,ENO2,46,26,0.0749818294054811,0.190213052755553,0.693433991109487,0.819079140874738,0.102267565860421,0.102267565860421,,7.48519239270741,0.00622084220225995,0.00622084220225995,0.40050772809011,0.00581356807097082,0.56445992882098
Q5SW96,LDLRAP1,46,26,0.0682337387966287,0.132795137032943,0.607372886303343,0.752518932909916,0.102499601870766,0.166430936929498,0.259785136052129,0.743006045598111,0.388699632867201,0.942185958370923,0.0997224791859389,0.508430768028653,0.569013926613153
P12830,CDH1,52,26,0.273436025813734,0.210125842289433,0.193156980429525,0.381133505445231,0.102750648113336,0.113824183145712,0.722193852956191,0.203223006771792,0.652131809181281,0.786203967841962,-0.229488602407581,0.10170790529918,0.34453033880848
O43242,PSMD3,51,26,-0.0941477215776878,0.0579093960685599,0.103997259529647,0.269577456499608,0.103355613759158,0.719599183018541,0.94419201429388,1.42900099606134,0.231927545648319,0.104136600417686,-0.0238009049773756,0.86809684973155,0.674703116066285
P24593,IGFBP5,47,26,0.273647737607558,0.160338671785299,0.0878804641355354,0.247313874479785,0.103534549334766,0.103534549334766,,5.41652968665548,0.0199469683603695,0.0199469683603695,0.156242920004363,0.294287693490106,0.599858140803051
P0DJI9,SAA2,52,26,-0.084786021664837,0.285941862840506,0.766836892971755,0.862272925503174,0.105444932620903,0.03547168935746,0.0847431891378367,4.27106540298663,0.0387666169251525,0.913876183352066,-0.0198924272176214,0.888519186248383,0.693891771203827
